2	-69488990.861275
2	-69488991.248919
2	-69488991.502441
2	-69488991.502441
2	-69488991.064054
2	-69488991.324363
2	-69489132.847211
2	-69488991.209225
2	-69488991.517035
2	-69488991.415344
3	-68990408.497728
3	-68990666.167024
3	-68990416.185199
3	-68990515.320418
3	-68990422.854295
3	-68990445.827182
3	-68990515.320418
3	-68990503.028369
3	-68990414.608465
3	-68560201.239960
4	-68559289.076721
4	-68561614.771535
4	-68605657.034731
4	-68560201.239960
4	-68560179.072558
4	-68560379.474414
4	-68560179.072558
4	-68560345.917207
4	-68560179.072558
4	-68560179.072558
