2	-49290520.479312
2	-49290520.292092
2	-49290520.274676
2	-49290520.952713
2	-49290520.155074
2	-49290520.26723
2	-49290520.292759
2	-49290520.620878
2	-49290520.323272
2	-49290520.270201
3	-49013160.044037
3	-49013173.022173
3	-49013152.956388
3	-49013144.941533
3	-49013140.834651
3	-49013136.02087
3	-49013466.151476
3	-49013157.780615
3	-49013136.9585
3	-49013168.994005
4	-48748698.046850
4	-48749107.659027
4	-48748722.213583
4	-48749027.946109
4	-48748814.643767
4	-48748702.060694
4	-48749017.027966
4	-48748698.0
4	-48749107.6
4	-48748722.2
