"","Gene_Name","Gene_ID"
"100","ENSCHAG00000001882","ENSCHAG00000001882"
"101","ENSCHAG00000001893","ENSCHAG00000001893"
"102","ENSCHAG00000001914","ENSCHAG00000001914"
"104","ENSCHAG00000002102","ENSCHAG00000002102"
"106","ENSCHAG00000002122","ENSCHAG00000002122"
"110","ENSCHAG00000002132","ENSCHAG00000002132"
"111","ENSCHAG00000002133","ENSCHAG00000002133"
"112","ENSCHAG00000002135","ENSCHAG00000002135"
"113","ENSCHAG00000002441","ENSCHAG00000002441"
"114","ENSCHAG00000002455","ENSCHAG00000002455"
"115","ENSCHAG00000002523","ENSCHAG00000002523"
"116","ENSCHAG00000002713","ENSCHAG00000002713"
"117","ENSCHAG00000002766","ENSCHAG00000002766"
"121","ENSCHAG00000002815","ENSCHAG00000002815"
"122","ENSCHAG00000002830","ENSCHAG00000002830"
"123","ENSCHAG00000002887","ENSCHAG00000002887"
"124","ENSCHAG00000002909","ENSCHAG00000002909"
"125","ENSCHAG00000003057","ENSCHAG00000003057"
"131","ENSCHAG00000003314","ENSCHAG00000003314"
"132","ENSCHAG00000003315","ENSCHAG00000003315"
"133","ENSCHAG00000003346","ENSCHAG00000003346"
"134","ENSCHAG00000003350","ENSCHAG00000003350"
"135","ENSCHAG00000003358","ENSCHAG00000003358"
"136","ENSCHAG00000004520","ENSCHAG00000004520"
"137","ENSCHAG00000004972","ENSCHAG00000004972"
"138","ENSCHAG00000004979","ENSCHAG00000004979"
"139","ENSCHAG00000005035","ENSCHAG00000005035"
"149","ENSCHAG00000005056","ENSCHAG00000005056"
"150","ENSCHAG00000005057","ENSCHAG00000005057"
"151","ENSCHAG00000005097","ENSCHAG00000005097"
"152","ENSCHAG00000005105","ENSCHAG00000005105"
"153","ENSCHAG00000005137","ENSCHAG00000005137"
"154","ENSCHAG00000005167","ENSCHAG00000005167"
"155","ENSCHAG00000005243","ENSCHAG00000005243"
"156","ENSCHAG00000005701","ENSCHAG00000005701"
"157","ENSCHAG00000005719","ENSCHAG00000005719"
"161","ENSCHAG00000005724","ENSCHAG00000005724"
"162","ENSCHAG00000005725","ENSCHAG00000005725"
"163","ENSCHAG00000005782","ENSCHAG00000005782"
"164","ENSCHAG00000006119","ENSCHAG00000006119"
"167","ENSCHAG00000006205","ENSCHAG00000006205"
"170","ENSCHAG00000006367","ENSCHAG00000006367"
"171","ENSCHAG00000006369","ENSCHAG00000006369"
"172","ENSCHAG00000006372","ENSCHAG00000006372"
"173","ENSCHAG00000006374","ENSCHAG00000006374"
"174","ENSCHAG00000006426","ENSCHAG00000006426"
"175","ENSCHAG00000006440","ENSCHAG00000006440"
"176","ENSCHAG00000006469","ENSCHAG00000006469"
"177","ENSCHAG00000006493","ENSCHAG00000006493"
"178","ENSCHAG00000006497","ENSCHAG00000006497"
"180","ENSCHAG00000006502","ENSCHAG00000006502"
"181","ENSCHAG00000006506","ENSCHAG00000006506"
"183","ENSCHAG00000006955","ENSCHAG00000006955"
"184","ENSCHAG00000007023","ENSCHAG00000007023"
"185","ENSCHAG00000007077","ENSCHAG00000007077"
"195","ENSCHAG00000007156","ENSCHAG00000007156"
"197","ENSCHAG00000007370","ENSCHAG00000007370"
"198","ENSCHAG00000007861","ENSCHAG00000007861"
"199","ENSCHAG00000007867","ENSCHAG00000007867"
"200","ENSCHAG00000007880","ENSCHAG00000007880"
"201","ENSCHAG00000007901","ENSCHAG00000007901"
"202","ENSCHAG00000007926","ENSCHAG00000007926"
"203","ENSCHAG00000007952","ENSCHAG00000007952"
"204","ENSCHAG00000008269","ENSCHAG00000008269"
"205","ENSCHAG00000008271","ENSCHAG00000008271"
"206","ENSCHAG00000008352","ENSCHAG00000008352"
"207","ENSCHAG00000008617","ENSCHAG00000008617"
"208","ENSCHAG00000009472","ENSCHAG00000009472"
"209","ENSCHAG00000009473","ENSCHAG00000009473"
"211","ENSCHAG00000009484","ENSCHAG00000009484"
"212","ENSCHAG00000009496","ENSCHAG00000009496"
"214","ENSCHAG00000009505","ENSCHAG00000009505"
"215","ENSCHAG00000009535","ENSCHAG00000009535"
"216","ENSCHAG00000009550","ENSCHAG00000009550"
"218","ENSCHAG00000010099","ENSCHAG00000010099"
"226","ENSCHAG00000010127","ENSCHAG00000010127"
"236","ENSCHAG00000010249","ENSCHAG00000010249"
"237","ENSCHAG00000010254","ENSCHAG00000010254"
"239","ENSCHAG00000010269","ENSCHAG00000010269"
"240","ENSCHAG00000010605","ENSCHAG00000010605"
"241","ENSCHAG00000010648","ENSCHAG00000010648"
"242","ENSCHAG00000011428","ENSCHAG00000011428"
"245","ENSCHAG00000011444","ENSCHAG00000011444"
"246","ENSCHAG00000011460","ENSCHAG00000011460"
"248","ENSCHAG00000011534","ENSCHAG00000011534"
"250","ENSCHAG00000011753","ENSCHAG00000011753"
"251","ENSCHAG00000011914","ENSCHAG00000011914"
"252","ENSCHAG00000012296","ENSCHAG00000012296"
"253","ENSCHAG00000012311","ENSCHAG00000012311"
"254","ENSCHAG00000012361","ENSCHAG00000012361"
"255","ENSCHAG00000012390","ENSCHAG00000012390"
"256","ENSCHAG00000012410","ENSCHAG00000012410"
"257","ENSCHAG00000012464","ENSCHAG00000012464"
"258","ENSCHAG00000012906","ENSCHAG00000012906"
"259","ENSCHAG00000012914","ENSCHAG00000012914"
"260","ENSCHAG00000012946","ENSCHAG00000012946"
"262","ENSCHAG00000013075","ENSCHAG00000013075"
"263","ENSCHAG00000013316","ENSCHAG00000013316"
"267","ENSCHAG00000013391","ENSCHAG00000013391"
"268","ENSCHAG00000013397","ENSCHAG00000013397"
"269","ENSCHAG00000013400","ENSCHAG00000013400"
"270","ENSCHAG00000013911","ENSCHAG00000013911"
"271","ENSCHAG00000013915","ENSCHAG00000013915"
"272","ENSCHAG00000014140","ENSCHAG00000014140"
"282","ENSCHAG00000014367","ENSCHAG00000014367"
"290","ENSCHAG00000014788","ENSCHAG00000014788"
"291","ENSCHAG00000014801","ENSCHAG00000014801"
"292","ENSCHAG00000014813","ENSCHAG00000014813"
"293","ENSCHAG00000015100","ENSCHAG00000015100"
"294","ENSCHAG00000015319","ENSCHAG00000015319"
"296","ENSCHAG00000015321","ENSCHAG00000015321"
"297","ENSCHAG00000015800","ENSCHAG00000015800"
"298","ENSCHAG00000015807","ENSCHAG00000015807"
"301","ENSCHAG00000015996","ENSCHAG00000015996"
"302","ENSCHAG00000015997","ENSCHAG00000015997"
"303","ENSCHAG00000017184","ENSCHAG00000017184"
"304","ENSCHAG00000017444","ENSCHAG00000017444"
"306","ENSCHAG00000017786","ENSCHAG00000017786"
"307","ENSCHAG00000017789","ENSCHAG00000017789"
"308","ENSCHAG00000019145","ENSCHAG00000019145"
"309","ENSCHAG00000019153","ENSCHAG00000019153"
"310","ENSCHAG00000019307","ENSCHAG00000019307"
"311","ENSCHAG00000019311","ENSCHAG00000019311"
"316","ENSCHAG00000019418","ENSCHAG00000019418"
"317","ENSCHAG00000019511","ENSCHAG00000019511"
"318","ENSCHAG00000019681","ENSCHAG00000019681"
"320","ENSCHAG00000019785","ENSCHAG00000019785"
"321","ENSCHAG00000020041","ENSCHAG00000020041"
"322","ENSCHAG00000020459","ENSCHAG00000020459"
"323","ENSCHAG00000020672","ENSCHAG00000020672"
"325","ENSCHAG00000020752","ENSCHAG00000020752"
"326","ENSCHAG00000020759","ENSCHAG00000020759"
"327","ENSCHAG00000020784","ENSCHAG00000020784"
"328","ENSCHAG00000021343","ENSCHAG00000021343"
"329","ENSCHAG00000021473","ENSCHAG00000021473"
"330","ENSCHAG00000021506","ENSCHAG00000021506"
"331","ENSCHAG00000021512","ENSCHAG00000021512"
"332","ENSCHAG00000021543","ENSCHAG00000021543"
"334","ENSCHAG00000021609","ENSCHAG00000021609"
"335","ENSCHAG00000021650","ENSCHAG00000021650"
"336","ENSCHAG00000021839","ENSCHAG00000021839"
"338","ENSCHAG00000021896","ENSCHAG00000021896"
"339","ENSCHAG00000021902","ENSCHAG00000021902"
"340","ENSCHAG00000022139","ENSCHAG00000022139"
"341","ENSCHAG00000022151","ENSCHAG00000022151"
"342","ENSCHAG00000022162","ENSCHAG00000022162"
"346","ENSCHAG00000022166","ENSCHAG00000022166"
"347","ENSCHAG00000022241","ENSCHAG00000022241"
"351","ENSCHAG00000022300","ENSCHAG00000022300"
"352","ENSCHAG00000022709","ENSCHAG00000022709"
"353","ENSCHAG00000022815","ENSCHAG00000022815"
"355","ENSCHAG00000022830","ENSCHAG00000022830"
"356","ENSCHAG00000023218","ENSCHAG00000023218"
"363","ENSCHAG00000023616","ENSCHAG00000023616"
"368","ENSCHAG00000024106","ENSCHAG00000024106"
"369","ENSCHAG00000024110","ENSCHAG00000024110"
"370","ENSCHAG00000024122","ENSCHAG00000024122"
"372","ENSCHAG00000024146","ENSCHAG00000024146"
"373","ENSCHAG00000024181","ENSCHAG00000024181"
"374","ENSCHAG00000024726","ENSCHAG00000024726"
"375","ENSCHAG00000024730","ENSCHAG00000024730"
"376","ENSCHAG00000025119","ENSCHAG00000025119"
"377","ENSCHAG00000025728","ENSCHAG00000025728"
"378","ENSCHAG00000025729","ENSCHAG00000025729"
"379","ENSCHAG00000025760","ENSCHAG00000025760"
"380","ENSCHAG00000025763","ENSCHAG00000025763"
"381","ENSCHAG00000025765","ENSCHAG00000025765"
"382","ENSCHAG00000025772","ENSCHAG00000025772"
"383","ENSCHAG00000025776","ENSCHAG00000025776"
"384","ENSCHAG00000025782","ENSCHAG00000025782"
"385","ENSCHAG00000025791","ENSCHAG00000025791"
"386","ENSCHAG00000025875","ENSCHAG00000025875"
"387","ENSCHAG00000025879","ENSCHAG00000025879"
"388","ENSCHAG00000025886","ENSCHAG00000025886"
"391","ENSCHAG00000025895","ENSCHAG00000025895"
"393","ENSCHAG00000026394","ENSCHAG00000026394"
"394","ENSCHAG00000026403","ENSCHAG00000026403"
"395","ENSCHAG00000026459","ENSCHAG00000026459"
"396","ENSCHAG00000026550","ENSCHAG00000026550"
"397","ENSCHAG00000026564","ENSCHAG00000026564"
"407","ENSCHAG00000026595","ENSCHAG00000026595"
"417","ENSCHAG00000026672","ENSCHAG00000026672"
"418","ENSCHAG00000026681","ENSCHAG00000026681"
"419","ENSCHAG00000026683","ENSCHAG00000026683"
"421","ENSCHAG00000026686","ENSCHAG00000026686"
"423","ENSCHAG00000026695","ENSCHAG00000026695"
"424","ENSCHAG00000027252","ENSCHAG00000027252"
"425","FAM92B","ENSCHAG00000017805"
"426","FHIT","ENSCHAG00000009456"
"428","GPX2","ENSCHAG00000019711"
"429","HES2","ENSCHAG00000026775"
"430","HES2","ENSCHAG00000026777"
"431","KPNA2","ENSCHAG00000021322"
"432","LAMP5","ENSCHAG00000024174"
"433","MAX","ENSCHAG00000019864"
"437","MED13L","ENSCHAG00000002320"
"442","MOSMO","ENSCHAG00000026674"
"444","MPDZ","ENSCHAG00000018153"
"454","MTFP1","ENSCHAG00000002108"
"455","NKX2-8","ENSCHAG00000007696"
"456","NPTX1","ENSCHAG00000003139"
"458","PITPNC1","ENSCHAG00000021899"
"461","PLCB4","ENSCHAG00000024198"
"468","PPIF","ENSCHAG00000023601"
"469","PRPSAP1","ENSCHAG00000015124"
"473","RAB15","ENSCHAG00000019764"
"474","RHOV","ENSCHAG00000019137"
"475","SKP1","ENSCHAG00000006968"
"476","SMURF2","ENSCHAG00000019736"
"483","SNORD16","ENSCHAG00000000104"
"484","SNORD16","ENSCHAG00000000108"
"485","SNORD18","ENSCHAG00000000106"
"486","SNORD18","ENSCHAG00000000107"
"487","SPHK1","ENSCHAG00000015354"
"489","TEX2","ENSCHAG00000022001"
"492","TMEM114","ENSCHAG00000021625"
"493","U7","ENSCHAG00000022288"
"494","U7","ENSCHAG00000022291"
"495","U7","ENSCHAG00000022293"
"496","U7","ENSCHAG00000022302"
"497","U7","ENSCHAG00000022306"
"498","U7","ENSCHAG00000022307"
"499","U7","ENSCHAG00000022310"
"500","U7","ENSCHAG00000022312"
"501","U7","ENSCHAG00000022315"
"502","U7","ENSCHAG00000022317"
"503","U7","ENSCHAG00000022319"
"504","U7","ENSCHAG00000022323"
"505","U7","ENSCHAG00000022326"
"506","UCKL1","ENSCHAG00000001194"
"516","USP24","ENSCHAG00000027166"
"519","Vault","ENSCHAG00000026700"
"520","ZCCHC24","ENSCHAG00000023597"
"521","aar2","ENSCHAG00000021482"
"522","abat","ENSCHAG00000021673"
"524","abtb2b","ENSCHAG00000016981"
"527","acot7","ENSCHAG00000026796"
"536","actn3b","ENSCHAG00000007210"
"546","adck2","ENSCHAG00000009571"
"547","adcy7","ENSCHAG00000013738"
"550","adipor2","ENSCHAG00000026056"
"551","agxtb","ENSCHAG00000010945"
"560","aire","ENSCHAG00000021608"
"561","ak5l","ENSCHAG00000001908"
"562","akap12b","ENSCHAG00000005140"
"563","alyref","ENSCHAG00000003444"
"566","anapc15","ENSCHAG00000010235"
"567","arnt","ENSCHAG00000006547"
"572","atg4db","ENSCHAG00000026457"
"573","atmin","ENSCHAG00000017773"
"574","atp5mc3b","ENSCHAG00000008641"
"577","atp6v1d","ENSCHAG00000011859"
"578","atxn1a","ENSCHAG00000002466"
"579","bloc1s2","ENSCHAG00000027246"
"580","bnip1a","ENSCHAG00000022159"
"581","brd7","ENSCHAG00000013986"
"583","brdt","ENSCHAG00000013886"
"584","ca14","ENSCHAG00000008369"
"586","calml4a","ENSCHAG00000014156"
"587","ccr6a","ENSCHAG00000022294"
"588","ccs","ENSCHAG00000015754"
"589","cdkn1bb","ENSCHAG00000010926"
"590","cdr2a","ENSCHAG00000026697"
"591","celf3b","ENSCHAG00000007001"
"592","cenpn","ENSCHAG00000017711"
"594","cers2b","ENSCHAG00000006978"
"596","chchd1","ENSCHAG00000011676"
"598","chrna1","ENSCHAG00000008775"
"603","chtf8","ENSCHAG00000009339"
"605","cln6a","ENSCHAG00000014165"
"607","cmlc1","ENSCHAG00000001855"
"608","cox10","ENSCHAG00000002105"
"609","ctnna2","ENSCHAG00000023513"
"619","cxcr5","ENSCHAG00000006226"
"620","cygb2","ENSCHAG00000015325"
"621","dhdhl","ENSCHAG00000004909"
"622","diaph3","ENSCHAG00000018587"
"624","dlg5b.1","ENSCHAG00000022175"
"631","dpf2l","ENSCHAG00000022183"
"633","dph6","ENSCHAG00000002351"
"634","edf1","ENSCHAG00000003437"
"636","elp4","ENSCHAG00000011336"
"637","ephx4","ENSCHAG00000013899"
"638","espn","ENSCHAG00000026767"
"639","evi5b","ENSCHAG00000014035"
"649","fam172a","ENSCHAG00000021542"
"651","farsb","ENSCHAG00000010287"
"654","fermt1","ENSCHAG00000002525"
"659","fhod1","ENSCHAG00000013415"
"667","fntb","ENSCHAG00000007564"
"672","foxp2","ENSCHAG00000001700"
"673","fut8b","ENSCHAG00000004716"
"677","gal3st3","ENSCHAG00000006958"
"678","gfi1ab","ENSCHAG00000013954"
"679","glmnb","ENSCHAG00000013948"
"680","gmpr","ENSCHAG00000002578"
"682","gpcpd1","ENSCHAG00000005111"
"687","gphnb","ENSCHAG00000005071"
"695","gpr155b","ENSCHAG00000009142"
"697","gse1","ENSCHAG00000017820"
"702","gtf2h5","ENSCHAG00000003474"
"703","has3","ENSCHAG00000009365"
"704","hcn4","ENSCHAG00000005183"
"706","her6","ENSCHAG00000025730"
"709","hipk3b","ENSCHAG00000014240"
"716","hrasa","ENSCHAG00000017435"
"717","hs3st3b1b","ENSCHAG00000002118"
"718","ints8","ENSCHAG00000001734"
"723","ipo7","ENSCHAG00000009376"
"728","itgb1b","ENSCHAG00000005032"
"738","junbb","ENSCHAG00000026405"
"739","kcnq1.2","ENSCHAG00000010676"
"745","kif1ab","ENSCHAG00000011809"
"754","kif26ba","ENSCHAG00000017646"
"755","kif5ba","ENSCHAG00000006431"
"756","klf12a","ENSCHAG00000008249"
"757","kri1","ENSCHAG00000026668"
"759","lctlb","ENSCHAG00000000142"
"761","ldb1a","ENSCHAG00000012037"
"762","ldha","ENSCHAG00000017273"
"765","ldlra","ENSCHAG00000026568"
"775","lman2la","ENSCHAG00000001987"
"776","lnpk","ENSCHAG00000008620"
"777","lrp1ba","ENSCHAG00000013112"
"778","lrp8","ENSCHAG00000027185"
"788","lrrc15","ENSCHAG00000025724"
"789","lrrc28","ENSCHAG00000013392"
"790","lrrtm1","ENSCHAG00000023953"
"791","magi1a","ENSCHAG00000025774"
"799","map2k1","ENSCHAG00000000220"
"800","mast1b","ENSCHAG00000026419"
"802","mast2","ENSCHAG00000017819"
"804","max","ENSCHAG00000007485"
"807","mbip","ENSCHAG00000007662"
"809","mcrip1","ENSCHAG00000003402"
"810","mctp2b","ENSCHAG00000013087"
"814","megf11","ENSCHAG00000000584"
"820","meis2a","ENSCHAG00000002554"
"829","meox2b","ENSCHAG00000006699"
"830","mettl22","ENSCHAG00000021642"
"831","mier1a","ENSCHAG00000027168"
"833","mpp5b","ENSCHAG00000011960"
"834","mrps35","ENSCHAG00000010666"
"835","mrvi1","ENSCHAG00000006379"
"836","mtx2","ENSCHAG00000008327"
"838","myct1a","ENSCHAG00000005087"
"839","myh9b","ENSCHAG00000012446"
"849","mylipa","ENSCHAG00000006684"
"850","myo7bb","ENSCHAG00000021669"
"858","myoz1a","ENSCHAG00000001598"
"859","napbb","ENSCHAG00000005436"
"865","nav3","ENSCHAG00000025811"
"869","ndst2a","ENSCHAG00000002649"
"876","nkd1","ENSCHAG00000014022"
"877","nkx2.1","ENSCHAG00000007682"
"878","nkx2.5","ENSCHAG00000022155"
"879","nol11","ENSCHAG00000021822"
"884","nptnb","ENSCHAG00000005212"
"886","nr2f1a","ENSCHAG00000021538"
"887","nrp2b","ENSCHAG00000005795"
"889","nxnl1","ENSCHAG00000020743"
"890","ola1","ENSCHAG00000009263"
"893","opa1","ENSCHAG00000025933"
"903","opn4a","ENSCHAG00000001033"
"907","p3h2","ENSCHAG00000016002"
"910","pak7","ENSCHAG00000024155"
"915","pax6b","ENSCHAG00000011631"
"923","pax8","ENSCHAG00000001777"
"926","pax9","ENSCHAG00000007718"
"929","pcdh17","ENSCHAG00000021570"
"930","pcdh9","ENSCHAG00000017784"
"932","pcsk9","ENSCHAG00000027148"
"934","phf20b","ENSCHAG00000024739"
"937","phox2a","ENSCHAG00000010163"
"938","pibf1","ENSCHAG00000008292"
"939","pik3r3b","ENSCHAG00000019432"
"947","pkma","ENSCHAG00000002204"
"957","plekhg4","ENSCHAG00000012536"
"961","plekhh1","ENSCHAG00000007959"
"970","plpp7a","ENSCHAG00000003422"
"972","plppr1","ENSCHAG00000013372"
"974","polr1c","ENSCHAG00000011767"
"981","polr3a","ENSCHAG00000023943"
"985","pparab","ENSCHAG00000010950"
"991","prkd4","ENSCHAG00000015775"
"992","prpf3","ENSCHAG00000008244"
"996","prpf6","ENSCHAG00000021497"
"1000","ptcd1","ENSCHAG00000008463"
"1002","ptprga","ENSCHAG00000001641"
"1012","qars1","ENSCHAG00000026024"
"1021","qsox2","ENSCHAG00000002949"
"1026","rars1","ENSCHAG00000022374"
"1031","rbfox1","ENSCHAG00000021323"
"1041","rcn1","ENSCHAG00000013051"
"1043","recql5","ENSCHAG00000003867"
"1044","rfx7a","ENSCHAG00000014090"
"1045","rho","ENSCHAG00000025873"
"1046","rpl4","ENSCHAG00000023757"
"1047","rprd2b","ENSCHAG00000008220"
"1048","rptor","ENSCHAG00000003256"
"1054","sbf2","ENSCHAG00000006532"
"1064","scamp4","ENSCHAG00000015771"
"1065","sdr42e2","ENSCHAG00000026689"
"1066","serac1","ENSCHAG00000003556"
"1073","setdb1b","ENSCHAG00000006237"
"1078","sf3b2","ENSCHAG00000016005"
"1084","sgcd","ENSCHAG00000022277"
"1086","si:ch211-106h11.3","ENSCHAG00000011909"
"1087","si:ch211-129c21.1","ENSCHAG00000015792"
"1088","si:ch211-168d1.3","ENSCHAG00000006950"
"1089","si:ch211-218g4.2","ENSCHAG00000024718"
"1090","si:ch211-262n1.4","ENSCHAG00000001867"
"1091","si:ch211-263k4.2","ENSCHAG00000022216"
"1093","si:ch211-51a6.2","ENSCHAG00000011630"
"1096","si:dkey-191g9.5","ENSCHAG00000011690"
"1098","si:dkey-191g9.7","ENSCHAG00000011754"
"1099","si:dkey-211g8.4","ENSCHAG00000002726"
"1100","si:dkey-22o22.2","ENSCHAG00000000525"
"1101","si:dkey-256k13.2","ENSCHAG00000021710"
"1102","si:dkeyp-23e4.3","ENSCHAG00000022331"
"1103","si:rp71-79p20.2","ENSCHAG00000002046"
"1105","skia","ENSCHAG00000001665"
"1107","slc10a1","ENSCHAG00000007465"
"1108","slc25a17","ENSCHAG00000014815"
"1110","slc25a21","ENSCHAG00000007783"
"1113","slc25a38a","ENSCHAG00000026397"
"1114","slc35d1a","ENSCHAG00000027162"
"1117","slc9a5","ENSCHAG00000013270"
"1119","slf1","ENSCHAG00000021561"
"1121","smad6b","ENSCHAG00000023735"
"1123","smarca4a","ENSCHAG00000026467"
"1133","smyd3","ENSCHAG00000017656"
"1136","snapc5","ENSCHAG00000000160"
"1137","srsf5b","ENSCHAG00000007427"
"1140","sulf2b","ENSCHAG00000024478"
"1150","susd6","ENSCHAG00000007390"
"1154","synpo2la","ENSCHAG00000001621"
"1155","tango6","ENSCHAG00000009384"
"1157","tent4b","ENSCHAG00000013423"
"1162","tex9","ENSCHAG00000014106"
"1164","tfec","ENSCHAG00000001890"
"1167","tgfbr3","ENSCHAG00000013793"
"1168","thbs1b","ENSCHAG00000001540"
"1178","thrb","ENSCHAG00000003500"
"1180","tmem229b","ENSCHAG00000010616"
"1181","tmem63a","ENSCHAG00000010380"
"1187","tppp3","ENSCHAG00000012436"
"1189","tprg1l","ENSCHAG00000022297"
"1191","trib2","ENSCHAG00000005710"
"1192","trim108","ENSCHAG00000006001"
"1195","trmt6","ENSCHAG00000004981"
"1196","tsg101a","ENSCHAG00000017309"
"1199","tsta3","ENSCHAG00000020476"
"1203","txn2","ENSCHAG00000011915"
"1204","ush2a","ENSCHAG00000009254"
"1206","utp4","ENSCHAG00000009273"
"1207","wnt5b","ENSCHAG00000026035"
"1210","wrap73","ENSCHAG00000022313"
"1215","wtap","ENSCHAG00000024098"
"1217","yars2","ENSCHAG00000010940"
"1218","zbtb46","ENSCHAG00000002017"
"1219","zdhhc1","ENSCHAG00000012416"
"1220","zgc:101723","ENSCHAG00000004887"
"1221","zgc:109949","ENSCHAG00000026408"
"1222","zgc:123278","ENSCHAG00000017411"
"1223","zgc:154061","ENSCHAG00000002454"
"1224","zgc:171489","ENSCHAG00000026699"
"1225","zgc:173443","ENSCHAG00000025779"
"1226","znhit3","ENSCHAG00000022807"
"1227","zswim8","ENSCHAG00000005956"
"1235","zwilch","ENSCHAG00000000117"
