"","Gene_Name","Gene_ID"
"360","U5","ENSCHAG00000018932"
"361","U5","ENSCHAG00000018936"
"362","UPRT","ENSCHAG00000000613"
"365","WBP1L","ENSCHAG00000027726"
"367","abcb7","ENSCHAG00000023875"
"372","abtb2b","ENSCHAG00000016981"
"375","acsbg1","ENSCHAG00000009594"
"385","acyp2","ENSCHAG00000027126"
"386","adamts9","ENSCHAG00000025948"
"395","adipor2","ENSCHAG00000026056"
"396","agbl4","ENSCHAG00000008915"
"398","akap12b","ENSCHAG00000005140"
"399","aldob","ENSCHAG00000010309"
"403","ank1a","ENSCHAG00000001526"
"413","ankrd55","ENSCHAG00000015383"
"414","anln","ENSCHAG00000012650"
"417","aprt","ENSCHAG00000022607"
"418","arhgef37","ENSCHAG00000014629"
"419","atg5","ENSCHAG00000008806"
"421","atmin","ENSCHAG00000017773"
"422","atp1a2a","ENSCHAG00000008730"
"423","atrx","ENSCHAG00000001593"
"432","b3gnt2b","ENSCHAG00000002175"
"433","b4galnt3b","ENSCHAG00000020523"
"434","bahcc1b","ENSCHAG00000021207"
"435","bicral","ENSCHAG00000021155"
"437","c2cd5","ENSCHAG00000020322"
"446","cadm3","ENSCHAG00000008515"
"450","cbfa2t3","ENSCHAG00000022304"
"452","cbln1","ENSCHAG00000006066"
"454","cbx7a","ENSCHAG00000014912"
"455","ccdc126","ENSCHAG00000012713"
"456","ccnt2b","ENSCHAG00000002533"
"458","cd151","ENSCHAG00000001904"
"462","cd9a","ENSCHAG00000020595"
"464","cdh13","ENSCHAG00000006883"
"466","cdh15","ENSCHAG00000021955"
"467","cdt1","ENSCHAG00000022614"
"470","cenpn","ENSCHAG00000017711"
"472","cfap161","ENSCHAG00000020579"
"473","chid1","ENSCHAG00000001225"
"476","ciao2b","ENSCHAG00000001055"
"477","cib2","ENSCHAG00000007931"
"479","clocka","ENSCHAG00000007302"
"480","cmasa","ENSCHAG00000018948"
"481","cnga2a","ENSCHAG00000005860"
"482","cnnm2a","ENSCHAG00000027722"
"484","cox10","ENSCHAG00000002105"
"485","cx39.4","ENSCHAG00000002465"
"486","cyp17a1","ENSCHAG00000027725"
"489","dab1a","ENSCHAG00000027288"
"492","ddx4","ENSCHAG00000014764"
"494","dennd5a","ENSCHAG00000011223"
"501","desi1a","ENSCHAG00000014899"
"502","diaph2","ENSCHAG00000001390"
"512","dnajc2","ENSCHAG00000025077"
"517","dpyda.3","ENSCHAG00000010019"
"527","ebf2","ENSCHAG00000000295"
"528","edn1","ENSCHAG00000002785"
"529","ehbp1","ENSCHAG00000001812"
"532","eif3f","ENSCHAG00000008779"
"538","elavl4","ENSCHAG00000008272"
"547","ep300b","ENSCHAG00000014925"
"549","epha4a","ENSCHAG00000026105"
"559","etfdh","ENSCHAG00000012168"
"568","eva1bb","ENSCHAG00000001235"
"570","fam172a","ENSCHAG00000021542"
"572","fbln7","ENSCHAG00000019807"
"577","fbxw4","ENSCHAG00000027727"
"580","fgf16","ENSCHAG00000001334"
"581","fgf8a","ENSCHAG00000027731"
"584","gabpb2b","ENSCHAG00000008795"
"585","galns","ENSCHAG00000022371"
"590","galt","ENSCHAG00000006639"
"591","gpnmb","ENSCHAG00000014124"
"592","gse1","ENSCHAG00000017820"
"597","gtf2h5","ENSCHAG00000003474"
"598","hadhab","ENSCHAG00000001370"
"608","hdx","ENSCHAG00000011347"
"609","hivep1","ENSCHAG00000001481"
"611","hrasa","ENSCHAG00000017435"
"612","hs3st3b1b","ENSCHAG00000002118"
"613","hs6st1a","ENSCHAG00000024080"
"615","idh3a","ENSCHAG00000008118"
"623","igf2bp3","ENSCHAG00000012923"
"628","ighmbp2","ENSCHAG00000020640"
"633","il6st","ENSCHAG00000015157"
"635","inaa","ENSCHAG00000027715"
"636","ipo7","ENSCHAG00000009376"
"642","irx5a","ENSCHAG00000000301"
"643","itga9","ENSCHAG00000019479"
"644","itga9","ENSCHAG00000019529"
"645","kbtbd4","ENSCHAG00000020609"
"646","kcnj8","ENSCHAG00000018873"
"648","kita","ENSCHAG00000006618"
"654","klf13","ENSCHAG00000013379"
"655","ldha","ENSCHAG00000017273"
"658","lhcgr","ENSCHAG00000019019"
"659","lin52","ENSCHAG00000018858"
"662","lman2","ENSCHAG00000013600"
"669","lnx1","ENSCHAG00000001104"
"671","lrp1ba","ENSCHAG00000013112"
"672","lrrc61","ENSCHAG00000007974"
"676","magi1b","ENSCHAG00000025769"
"686","magi2a","ENSCHAG00000013742"
"693","magt1","ENSCHAG00000009608"
"699","map7d1b","ENSCHAG00000001085"
"700","megf8","ENSCHAG00000010155"
"703","mertka","ENSCHAG00000019090"
"704","mfsd2aa","ENSCHAG00000018004"
"712","mgat5","ENSCHAG00000025244"
"715","mrvi1","ENSCHAG00000006379"
"716","mycla","ENSCHAG00000000929"
"717","mycla","ENSCHAG00000017973"
"718","myct1a","ENSCHAG00000005087"
"719","myh9a","ENSCHAG00000022996"
"721","myrf","ENSCHAG00000002069"
"723","n4bp3","ENSCHAG00000010669"
"724","nbeal1","ENSCHAG00000001925"
"728","nedd9","ENSCHAG00000001391"
"729","ngly1","ENSCHAG00000010610"
"731","nr2f1a","ENSCHAG00000021538"
"732","nt5c2a","ENSCHAG00000027716"
"742","nup62l","ENSCHAG00000005819"
"744","oscp1a","ENSCHAG00000001270"
"745","oscp1a","ENSCHAG00000001289"
"746","oxsm","ENSCHAG00000010728"
"747","pcdh1b","ENSCHAG00000008178"
"749","pcgf6","ENSCHAG00000027714"
"750","pde10a","ENSCHAG00000017287"
"753","pde6a","ENSCHAG00000014049"
"763","pdgfra","ENSCHAG00000001576"
"773","pef1","ENSCHAG00000002509"
"775","piezo1","ENSCHAG00000022740"
"782","plekha7b","ENSCHAG00000024081"
"792","plppr2b","ENSCHAG00000022887"
"796","plppr4b","ENSCHAG00000009873"
"797","plppr5b","ENSCHAG00000009914"
"801","pls3","ENSCHAG00000006028"
"811","pmpcb","ENSCHAG00000025348"
"819","pomt2","ENSCHAG00000017895"
"825","ppid","ENSCHAG00000013565"
"828","prickle1b","ENSCHAG00000024638"
"829","prickle2b","ENSCHAG00000026382"
"830","prph2a","ENSCHAG00000021145"
"831","psd3l","ENSCHAG00000012288"
"833","pus7l","ENSCHAG00000024665"
"835","r3hdm1","ENSCHAG00000004095"
"838","rapsn","ENSCHAG00000020622"
"840","rhol","ENSCHAG00000025884"
"841","rmnd5b","ENSCHAG00000010409"
"844","rps27l","ENSCHAG00000010048"
"847","rps6ka5","ENSCHAG00000003882"
"857","rps6kal","ENSCHAG00000011379"
"867","rpsa","ENSCHAG00000023209"
"870","sbf2","ENSCHAG00000006532"
"880","scfd2","ENSCHAG00000000822"
"884","sdk2b","ENSCHAG00000002282"
"888","sema5bb","ENSCHAG00000005803"
"893","sema6e","ENSCHAG00000007943"
"903","serac1","ENSCHAG00000003556"
"910","sft2d1","ENSCHAG00000018974"
"914","sh2d4a","ENSCHAG00000014656"
"918","sh3bgrl","ENSCHAG00000012887"
"922","shisal1a","ENSCHAG00000019055"
"923","shox2","ENSCHAG00000008968"
"924","si:ch211-212o1.2","ENSCHAG00000006101"
"925","si:ch211-216l23.1","ENSCHAG00000006123"
"932","si:ch211-216l23.2","ENSCHAG00000006832"
"934","si:ch211-235o23.1","ENSCHAG00000002756"
"936","si:ch211-274f20.2","ENSCHAG00000010210"
"937","si:dkey-222b8.4","ENSCHAG00000012641"
"938","si:dkey-22o22.2","ENSCHAG00000000525"
"939","si:dkey-30c15.17","ENSCHAG00000020757"
"940","si:dkey-37f18.2","ENSCHAG00000013399"
"943","si:dkey-97m3.1","ENSCHAG00000014369"
"948","si:rp71-79p20.2","ENSCHAG00000002046"
"950","slc25a26","ENSCHAG00000025725"
"953","slc25a36b","ENSCHAG00000026026"
"956","slc25a38b","ENSCHAG00000023197"
"958","slc26a2","ENSCHAG00000014030"
"959","slc2a15a","ENSCHAG00000027732"
"960","slc38a10","ENSCHAG00000021219"
"963","slc39a6","ENSCHAG00000003833"
"967","slf1","ENSCHAG00000021561"
"969","slit3","ENSCHAG00000014782"
"979","smim12","ENSCHAG00000002472"
"980","smim13","ENSCHAG00000001366"
"981","smyd3","ENSCHAG00000017656"
"984","snx7","ENSCHAG00000009950"
"987","sox6","ENSCHAG00000024518"
"993","spg7","ENSCHAG00000020225"
"1001","spsb4a","ENSCHAG00000026022"
"1002","sptbn1","ENSCHAG00000024710"
"1008","sult6b1","ENSCHAG00000027137"
"1018","supt4h1","ENSCHAG00000018989"
"1020","sv2","ENSCHAG00000017710"
"1023","sybl1","ENSCHAG00000010223"
"1025","syt1b","ENSCHAG00000020773"
"1026","tbcc","ENSCHAG00000021149"
"1027","tbxtb","ENSCHAG00000018910"
"1028","tfb2m","ENSCHAG00000017853"
"1030","tfg","ENSCHAG00000007226"
"1032","thrap3b","ENSCHAG00000001178"
"1033","tmem163b","ENSCHAG00000002437"
"1034","tmem170b","ENSCHAG00000001423"
"1036","tmem41b","ENSCHAG00000011115"
"1038","tmem41b","ENSCHAG00000013690"
"1039","tnni1c","ENSCHAG00000020481"
"1042","top2b","ENSCHAG00000005470"
"1048","tra2a","ENSCHAG00000012717"
"1050","trappc2l","ENSCHAG00000022318"
"1053","trpm1b","ENSCHAG00000010296"
"1063","tsg101a","ENSCHAG00000017309"
"1066","uggt1","ENSCHAG00000024188"
"1076","vsx2","ENSCHAG00000018950"
"1077","wdpcp","ENSCHAG00000001434"
"1082","wnk1b","ENSCHAG00000025749"
"1084","wnt5b","ENSCHAG00000026035"
"1087","xpnpep3","ENSCHAG00000015345"
"1091","zbtb46","ENSCHAG00000002017"
"1092","zbtb8os","ENSCHAG00000017956"
"1093","zc3h6","ENSCHAG00000019364"
"1095","zdhhc15b","ENSCHAG00000001016"
"1102","zgc:123278","ENSCHAG00000017411"
"1103","zranb3","ENSCHAG00000002722"
