"","Gene_Name","Gene_ID"
"157","ENSCHAG00000008978","ENSCHAG00000008978"
"158","ENSCHAG00000009023","ENSCHAG00000009023"
"159","ENSCHAG00000009056","ENSCHAG00000009056"
"165","ENSCHAG00000009129","ENSCHAG00000009129"
"166","ENSCHAG00000009140","ENSCHAG00000009140"
"167","ENSCHAG00000009169","ENSCHAG00000009169"
"168","ENSCHAG00000009974","ENSCHAG00000009974"
"169","ENSCHAG00000009996","ENSCHAG00000009996"
"170","ENSCHAG00000010000","ENSCHAG00000010000"
"172","ENSCHAG00000010132","ENSCHAG00000010132"
"179","ENSCHAG00000010247","ENSCHAG00000010247"
"180","ENSCHAG00000010642","ENSCHAG00000010642"
"181","ENSCHAG00000010786","ENSCHAG00000010786"
"182","ENSCHAG00000010787","ENSCHAG00000010787"
"183","ENSCHAG00000011082","ENSCHAG00000011082"
"184","ENSCHAG00000011188","ENSCHAG00000011188"
"186","ENSCHAG00000011306","ENSCHAG00000011306"
"195","ENSCHAG00000011466","ENSCHAG00000011466"
"196","ENSCHAG00000011484","ENSCHAG00000011484"
"201","ENSCHAG00000011640","ENSCHAG00000011640"
"202","ENSCHAG00000012105","ENSCHAG00000012105"
"205","ENSCHAG00000012109","ENSCHAG00000012109"
"207","ENSCHAG00000012111","ENSCHAG00000012111"
"208","ENSCHAG00000012150","ENSCHAG00000012150"
"209","ENSCHAG00000012157","ENSCHAG00000012157"
"210","ENSCHAG00000012158","ENSCHAG00000012158"
"211","ENSCHAG00000012162","ENSCHAG00000012162"
"212","ENSCHAG00000012211","ENSCHAG00000012211"
"216","ENSCHAG00000012426","ENSCHAG00000012426"
"219","ENSCHAG00000012508","ENSCHAG00000012508"
"222","ENSCHAG00000012826","ENSCHAG00000012826"
"223","ENSCHAG00000013043","ENSCHAG00000013043"
"224","ENSCHAG00000013135","ENSCHAG00000013135"
"227","ENSCHAG00000013273","ENSCHAG00000013273"
"228","ENSCHAG00000013302","ENSCHAG00000013302"
"229","ENSCHAG00000013321","ENSCHAG00000013321"
"234","ENSCHAG00000013487","ENSCHAG00000013487"
"235","ENSCHAG00000013509","ENSCHAG00000013509"
"236","ENSCHAG00000013526","ENSCHAG00000013526"
"237","ENSCHAG00000013557","ENSCHAG00000013557"
"238","ENSCHAG00000013569","ENSCHAG00000013569"
"239","ENSCHAG00000013660","ENSCHAG00000013660"
"240","ENSCHAG00000013709","ENSCHAG00000013709"
"241","ENSCHAG00000013739","ENSCHAG00000013739"
"243","ENSCHAG00000013755","ENSCHAG00000013755"
"244","ENSCHAG00000013765","ENSCHAG00000013765"
"247","ENSCHAG00000014500","ENSCHAG00000014500"
"248","ENSCHAG00000014748","ENSCHAG00000014748"
"249","ENSCHAG00000014758","ENSCHAG00000014758"
"250","ENSCHAG00000014766","ENSCHAG00000014766"
"251","ENSCHAG00000014788","ENSCHAG00000014788"
"252","ENSCHAG00000014801","ENSCHAG00000014801"
"253","ENSCHAG00000014813","ENSCHAG00000014813"
"254","ENSCHAG00000015063","ENSCHAG00000015063"
"258","ENSCHAG00000015328","ENSCHAG00000015328"
"259","ENSCHAG00000015446","ENSCHAG00000015446"
"260","ENSCHAG00000015974","ENSCHAG00000015974"
"261","ENSCHAG00000015989","ENSCHAG00000015989"
"262","ENSCHAG00000017357","ENSCHAG00000017357"
"264","ENSCHAG00000017399","ENSCHAG00000017399"
"265","ENSCHAG00000017402","ENSCHAG00000017402"
"266","ENSCHAG00000017414","ENSCHAG00000017414"
"267","ENSCHAG00000017513","ENSCHAG00000017513"
"268","ENSCHAG00000017906","ENSCHAG00000017906"
"278","ENSCHAG00000018775","ENSCHAG00000018775"
"281","ENSCHAG00000018777","ENSCHAG00000018777"
"282","ENSCHAG00000018821","ENSCHAG00000018821"
"283","ENSCHAG00000018996","ENSCHAG00000018996"
"284","ENSCHAG00000018998","ENSCHAG00000018998"
"285","ENSCHAG00000019076","ENSCHAG00000019076"
"286","ENSCHAG00000019092","ENSCHAG00000019092"
"288","ENSCHAG00000019328","ENSCHAG00000019328"
"289","ENSCHAG00000019366","ENSCHAG00000019366"
"299","ENSCHAG00000019533","ENSCHAG00000019533"
"300","ENSCHAG00000019534","ENSCHAG00000019534"
"301","ENSCHAG00000019553","ENSCHAG00000019553"
"302","ENSCHAG00000019914","ENSCHAG00000019914"
"303","ENSCHAG00000020028","ENSCHAG00000020028"
"304","ENSCHAG00000020667","ENSCHAG00000020667"
"305","ENSCHAG00000020681","ENSCHAG00000020681"
"306","ENSCHAG00000020837","ENSCHAG00000020837"
"307","ENSCHAG00000020897","ENSCHAG00000020897"
"313","ENSCHAG00000021164","ENSCHAG00000021164"
"314","ENSCHAG00000021165","ENSCHAG00000021165"
"315","ENSCHAG00000021375","ENSCHAG00000021375"
"316","ENSCHAG00000021687","ENSCHAG00000021687"
"317","ENSCHAG00000022388","ENSCHAG00000022388"
"327","ENSCHAG00000022705","ENSCHAG00000022705"
"332","ENSCHAG00000022897","ENSCHAG00000022897"
"333","ENSCHAG00000022898","ENSCHAG00000022898"
"334","ENSCHAG00000022901","ENSCHAG00000022901"
"335","ENSCHAG00000022904","ENSCHAG00000022904"
"336","ENSCHAG00000022952","ENSCHAG00000022952"
"337","ENSCHAG00000023000","ENSCHAG00000023000"
"339","ENSCHAG00000023198","ENSCHAG00000023198"
"340","ENSCHAG00000023218","ENSCHAG00000023218"
"347","ENSCHAG00000023224","ENSCHAG00000023224"
"348","ENSCHAG00000023249","ENSCHAG00000023249"
"352","ENSCHAG00000023253","ENSCHAG00000023253"
"353","ENSCHAG00000023263","ENSCHAG00000023263"
"354","ENSCHAG00000023281","ENSCHAG00000023281"
"355","ENSCHAG00000023616","ENSCHAG00000023616"
"360","ENSCHAG00000023624","ENSCHAG00000023624"
"361","ENSCHAG00000023641","ENSCHAG00000023641"
"363","ENSCHAG00000023647","ENSCHAG00000023647"
"364","ENSCHAG00000023651","ENSCHAG00000023651"
"365","ENSCHAG00000023661","ENSCHAG00000023661"
"367","ENSCHAG00000023925","ENSCHAG00000023925"
"368","ENSCHAG00000024189","ENSCHAG00000024189"
"369","ENSCHAG00000024191","ENSCHAG00000024191"
"370","ENSCHAG00000024232","ENSCHAG00000024232"
"372","ENSCHAG00000024263","ENSCHAG00000024263"
"373","ENSCHAG00000024282","ENSCHAG00000024282"
"374","ENSCHAG00000024287","ENSCHAG00000024287"
"375","ENSCHAG00000024292","ENSCHAG00000024292"
"376","ENSCHAG00000024294","ENSCHAG00000024294"
"377","ENSCHAG00000024298","ENSCHAG00000024298"
"381","ENSCHAG00000024339","ENSCHAG00000024339"
"382","ENSCHAG00000024399","ENSCHAG00000024399"
"383","ENSCHAG00000024417","ENSCHAG00000024417"
"385","ENSCHAG00000024449","ENSCHAG00000024449"
"387","ENSCHAG00000024499","ENSCHAG00000024499"
"388","ENSCHAG00000024511","ENSCHAG00000024511"
"389","ENSCHAG00000024516","ENSCHAG00000024516"
"391","ENSCHAG00000024521","ENSCHAG00000024521"
"392","ENSCHAG00000025088","ENSCHAG00000025088"
"394","ENSCHAG00000025093","ENSCHAG00000025093"
"395","ENSCHAG00000025098","ENSCHAG00000025098"
"397","ENSCHAG00000025183","ENSCHAG00000025183"
"398","ENSCHAG00000025184","ENSCHAG00000025184"
"399","ENSCHAG00000025189","ENSCHAG00000025189"
"400","ENSCHAG00000025192","ENSCHAG00000025192"
"401","ENSCHAG00000025369","ENSCHAG00000025369"
"403","ENSCHAG00000025386","ENSCHAG00000025386"
"404","ENSCHAG00000025387","ENSCHAG00000025387"
"405","ENSCHAG00000025391","ENSCHAG00000025391"
"406","ENSCHAG00000025405","ENSCHAG00000025405"
"407","ENSCHAG00000025461","ENSCHAG00000025461"
"408","ENSCHAG00000025462","ENSCHAG00000025462"
"409","ENSCHAG00000025511","ENSCHAG00000025511"
"410","ENSCHAG00000025519","ENSCHAG00000025519"
"411","ENSCHAG00000025536","ENSCHAG00000025536"
"418","ENSCHAG00000025546","ENSCHAG00000025546"
"419","ENSCHAG00000025549","ENSCHAG00000025549"
"420","ENSCHAG00000025554","ENSCHAG00000025554"
"422","ENSCHAG00000025557","ENSCHAG00000025557"
"423","ENSCHAG00000025559","ENSCHAG00000025559"
"424","ENSCHAG00000025565","ENSCHAG00000025565"
"434","ENSCHAG00000025582","ENSCHAG00000025582"
"437","ENSCHAG00000025681","ENSCHAG00000025681"
"439","ENSCHAG00000025687","ENSCHAG00000025687"
"440","ENSCHAG00000025696","ENSCHAG00000025696"
"441","ENSCHAG00000025699","ENSCHAG00000025699"
"442","ENSCHAG00000025702","ENSCHAG00000025702"
"443","ENSCHAG00000025791","ENSCHAG00000025791"
"444","ENSCHAG00000026271","ENSCHAG00000026271"
"445","ENSCHAG00000026275","ENSCHAG00000026275"
"446","ENSCHAG00000026290","ENSCHAG00000026290"
"447","ENSCHAG00000026299","ENSCHAG00000026299"
"448","ENSCHAG00000026302","ENSCHAG00000026302"
"449","ENSCHAG00000027691","ENSCHAG00000027691"
"459","INHBB","ENSCHAG00000025084"
"460","IWS1","ENSCHAG00000024200"
"462","KCNN1","ENSCHAG00000006218"
"468","LHFPL6","ENSCHAG00000024203"
"469","LRRC10B","ENSCHAG00000005872"
"470","MAPKAPK2","ENSCHAG00000021388"
"475","MINAR2","ENSCHAG00000012382"
"477","NDUFA7","ENSCHAG00000004889"
"478","NEK3","ENSCHAG00000024196"
"479","NELL1","ENSCHAG00000001429"
"489","NPBWR1","ENSCHAG00000008190"
"490","PPIF","ENSCHAG00000023601"
"491","PRDM12","ENSCHAG00000010752"
"493","RHBDL3","ENSCHAG00000015241"
"494","SEMA4G","ENSCHAG00000002969"
"497","SGK1","ENSCHAG00000022452"
"501","SLC22A7","ENSCHAG00000000286"
"502","SLC7A1","ENSCHAG00000000738"
"505","SNORA62","ENSCHAG00000023225"
"506","SNORA62","ENSCHAG00000023229"
"507","TWNK","ENSCHAG00000003234"
"508","U3","ENSCHAG00000011677"
"509","ZCCHC24","ENSCHAG00000023597"
"510","abl1","ENSCHAG00000010052"
"514","ablim2","ENSCHAG00000010663"
"517","acp5a","ENSCHAG00000025688"
"518","adipor2","ENSCHAG00000026056"
"519","afap1","ENSCHAG00000010233"
"525","ago3a","ENSCHAG00000001696"
"535","akr1b1.2","ENSCHAG00000000879"
"541","akr7a3","ENSCHAG00000010762"
"542","aldh6a1","ENSCHAG00000006703"
"543","alg2","ENSCHAG00000000803"
"545","anapc4","ENSCHAG00000023313"
"550","ankha","ENSCHAG00000004010"
"552","ano8b","ENSCHAG00000006971"
"556","apoa4a","ENSCHAG00000012113"
"557","apoa4a","ENSCHAG00000012121"
"558","arih1","ENSCHAG00000004536"
"559","asb16","ENSCHAG00000012893"
"560","asxl1","ENSCHAG00000008933"
"561","atf7ip","ENSCHAG00000016874"
"562","atp1b1a","ENSCHAG00000001285"
"563","atrn","ENSCHAG00000013495"
"571","atrn","ENSCHAG00000015998"
"575","atrnl1b","ENSCHAG00000026533"
"583","atxn7l3","ENSCHAG00000012748"
"585","b3gnt3.4","ENSCHAG00000004969"
"586","babam1","ENSCHAG00000006796"
"588","bach1b","ENSCHAG00000020662"
"589","bcam","ENSCHAG00000003019"
"591","bnc2","ENSCHAG00000027849"
"594","btf3","ENSCHAG00000008388"
"595","cables2a","ENSCHAG00000008159"
"597","cadm2b","ENSCHAG00000001735"
"601","cadm4","ENSCHAG00000002287"
"606","calml4a","ENSCHAG00000014156"
"607","camk4","ENSCHAG00000023645"
"613","camta1a","ENSCHAG00000009617"
"619","card14","ENSCHAG00000014984"
"620","cbr4","ENSCHAG00000023283"
"622","ccdc124","ENSCHAG00000006196"
"623","ccdc151","ENSCHAG00000024556"
"625","ccdc33","ENSCHAG00000004915"
"626","ccdc40","ENSCHAG00000014775"
"629","ccdc47","ENSCHAG00000010602"
"633","cct8","ENSCHAG00000020688"
"637","cdhr1a","ENSCHAG00000003098"
"643","cdk2","ENSCHAG00000018905"
"645","cdv3","ENSCHAG00000004983"
"646","celf2","ENSCHAG00000013909"
"651","cep135","ENSCHAG00000011936"
"654","cers2a","ENSCHAG00000012840"
"657","chata","ENSCHAG00000003968"
"661","chchd2","ENSCHAG00000001031"
"662","chst14","ENSCHAG00000011922"
"663","chst3a","ENSCHAG00000003058"
"664","chsy3","ENSCHAG00000012332"
"666","cidec","ENSCHAG00000019931"
"669","ckmt2a","ENSCHAG00000019423"
"670","cln6a","ENSCHAG00000014165"
"672","clocka","ENSCHAG00000007302"
"679","cntln","ENSCHAG00000002484"
"680","cog6","ENSCHAG00000024216"
"688","cox10","ENSCHAG00000002105"
"689","ctnna2","ENSCHAG00000023513"
"699","cyp11a2","ENSCHAG00000004846"
"700","cyp2n13","ENSCHAG00000023056"
"708","dcaf7","ENSCHAG00000010570"
"710","ddx42","ENSCHAG00000009427"
"715","ddx54","ENSCHAG00000007106"
"724","dek","ENSCHAG00000000704"
"725","dennd4a","ENSCHAG00000003270"
"733","dennd4c","ENSCHAG00000025211"
"742","dlg5b.1","ENSCHAG00000022175"
"749","dnah1","ENSCHAG00000020113"
"753","dnajc11a","ENSCHAG00000008991"
"758","dpt","ENSCHAG00000001272"
"759","dusp27","ENSCHAG00000002811"
"760","dyrk3","ENSCHAG00000021690"
"761","efnb3a","ENSCHAG00000004375"
"762","eif2ak3","ENSCHAG00000016280"
"771","emp1","ENSCHAG00000017398"
"772","entpd5b","ENSCHAG00000006623"
"773","eps8l2","ENSCHAG00000002328"
"776","ergic3","ENSCHAG00000000305"
"779","espnla","ENSCHAG00000020863"
"780","eva1bb","ENSCHAG00000001235"
"782","exoc1","ENSCHAG00000011687"
"788","exosc2","ENSCHAG00000010731"
"790","ext1b","ENSCHAG00000001106"
"792","eya4","ENSCHAG00000022588"
"802","fads2","ENSCHAG00000003567"
"812","fam117aa","ENSCHAG00000009073"
"815","fam131ba","ENSCHAG00000022262"
"816","fbn2a","ENSCHAG00000013394"
"823","fcho2","ENSCHAG00000008505"
"831","fer","ENSCHAG00000022536"
"838","fgf11b","ENSCHAG00000003692"
"840","fgl2a","ENSCHAG00000026296"
"841","fhl3b","ENSCHAG00000000790"
"842","fhod1","ENSCHAG00000013415"
"850","fndc3a","ENSCHAG00000021184"
"852","foxd1","ENSCHAG00000008410"
"853","foxe1","ENSCHAG00000002796"
"854","foxp4","ENSCHAG00000022959"
"858","frrs1l","ENSCHAG00000000771"
"859","fubp3","ENSCHAG00000010803"
"869","gata3","ENSCHAG00000014525"
"870","gatad1","ENSCHAG00000001814"
"871","gbe1b","ENSCHAG00000001188"
"880","gbp","ENSCHAG00000000627"
"881","gcdha","ENSCHAG00000025568"
"884","gdf11","ENSCHAG00000018985"
"885","gfra1b","ENSCHAG00000026811"
"886","gfra4a","ENSCHAG00000013439"
"887","gigyf1b","ENSCHAG00000004162"
"889","gna14","ENSCHAG00000024018"
"890","grb10b","ENSCHAG00000020733"
"900","grhpra","ENSCHAG00000008900"
"901","grik1a","ENSCHAG00000018442"
"911","grin2bb","ENSCHAG00000017076"
"915","gtpbp3","ENSCHAG00000006895"
"917","hacd3","ENSCHAG00000004038"
"923","hexa","ENSCHAG00000004565"
"927","hipk3b","ENSCHAG00000014240"
"934","hnrpkl","ENSCHAG00000023962"
"940","hs2st1b","ENSCHAG00000007195"
"941","hs3st3b1b","ENSCHAG00000002118"
"942","iffo1a","ENSCHAG00000023970"
"944","igfbp5b","ENSCHAG00000003727"
"945","il19l","ENSCHAG00000021347"
"946","ilf3a","ENSCHAG00000025695"
"947","ilkap","ENSCHAG00000024242"
"948","im:7152348","ENSCHAG00000019891"
"949","ing4","ENSCHAG00000022286"
"950","ints14","ENSCHAG00000003814"
"953","ip6k2a","ENSCHAG00000020038"
"955","irs1","ENSCHAG00000024265"
"957","isg15","ENSCHAG00000014779"
"958","isoc1","ENSCHAG00000012596"
"959","kank3","ENSCHAG00000004844"
"960","kaznb","ENSCHAG00000013169"
"961","kcmf1","ENSCHAG00000023931"
"963","kcnh6a","ENSCHAG00000010459"
"968","kcnip1b","ENSCHAG00000003469"
"972","kdr","ENSCHAG00000010465"
"978","kif1aa","ENSCHAG00000021190"
"982","kita","ENSCHAG00000006618"
"988","klf1","ENSCHAG00000024520"
"989","klhl13","ENSCHAG00000025708"
"994","klhl30","ENSCHAG00000020852"
"995","larp7","ENSCHAG00000025394"
"996","lca5","ENSCHAG00000022924"
"1001","lig4","ENSCHAG00000023608"
"1002","lim2.4","ENSCHAG00000000669"
"1003","lingo2a","ENSCHAG00000009029"
"1004","lipea","ENSCHAG00000010782"
"1012","lpp","ENSCHAG00000001327"
"1015","lrch2","ENSCHAG00000025827"
"1022","lrit1a","ENSCHAG00000003880"
"1024","lrit2","ENSCHAG00000003872"
"1025","lrp4","ENSCHAG00000006035"
"1035","lrrc14b","ENSCHAG00000001886"
"1036","lrrc17","ENSCHAG00000026298"
"1037","lrrtm1","ENSCHAG00000023953"
"1038","lzts2a","ENSCHAG00000003255"
"1039","man2a1","ENSCHAG00000022675"
"1049","map1b","ENSCHAG00000010761"
"1050","map3k3","ENSCHAG00000009572"
"1053","map7d1b","ENSCHAG00000001085"
"1054","meaf6","ENSCHAG00000000917"
"1057","med30","ENSCHAG00000000947"
"1059","megf11","ENSCHAG00000000584"
"1065","mgat5","ENSCHAG00000025244"
"1068","mmp19","ENSCHAG00000018842"
"1072","mrto4","ENSCHAG00000010790"
"1074","mterf3","ENSCHAG00000001917"
"1075","mtss1","ENSCHAG00000000223"
"1077","myca","ENSCHAG00000003864"
"1078","mych","ENSCHAG00000000269"
"1079","myoz1a","ENSCHAG00000001598"
"1080","myt1a","ENSCHAG00000008243"
"1084","ndst2a","ENSCHAG00000002649"
"1091","nedd9","ENSCHAG00000001391"
"1092","nek1","ENSCHAG00000023205"
"1095","nfil3-5","ENSCHAG00000024524"
"1096","nfkbiz","ENSCHAG00000023627"
"1097","nkd3","ENSCHAG00000001849"
"1098","nlgn2b","ENSCHAG00000003759"
"1103","nmu","ENSCHAG00000011664"
"1105","nr2e3","ENSCHAG00000004783"
"1106","nr2f6b","ENSCHAG00000006747"
"1107","nrp2a","ENSCHAG00000019570"
"1110","ntrk2b","ENSCHAG00000023947"
"1111","nyap2a","ENSCHAG00000024262"
"1112","ogdhl","ENSCHAG00000004412"
"1121","olah","ENSCHAG00000001201"
"1122","osbpl2a","ENSCHAG00000007713"
"1128","oscp1a","ENSCHAG00000001270"
"1129","oscp1a","ENSCHAG00000001289"
"1130","osgn1","ENSCHAG00000026388"
"1131","otulina","ENSCHAG00000004148"
"1132","palld","ENSCHAG00000023299"
"1134","parga","ENSCHAG00000007559"
"1139","pcmtd2a","ENSCHAG00000008908"
"1141","pcsk5a","ENSCHAG00000024072"
"1150","pcyox1","ENSCHAG00000012204"
"1151","pde6ha","ENSCHAG00000025522"
"1152","pdgfra","ENSCHAG00000001576"
"1162","pdzd7a","ENSCHAG00000003277"
"1163","phip","ENSCHAG00000023066"
"1173","phkg1a","ENSCHAG00000001196"
"1177","pi4kaa","ENSCHAG00000019448"
"1178","pigu","ENSCHAG00000026383"
"1179","pja2","ENSCHAG00000022640"
"1180","plekhg4","ENSCHAG00000012536"
"1184","plin2","ENSCHAG00000025388"
"1186","plvapb","ENSCHAG00000006884"
"1187","pmela","ENSCHAG00000018890"
"1188","pogza","ENSCHAG00000001705"
"1190","ponzr2","ENSCHAG00000003643"
"1191","ponzr2","ENSCHAG00000003648"
"1192","pou6f2","ENSCHAG00000004172"
"1195","ppcdc","ENSCHAG00000004502"
"1197","ppm1ba","ENSCHAG00000019051"
"1198","prdm2b","ENSCHAG00000013065"
"1200","prdm4","ENSCHAG00000000433"
"1202","prelp","ENSCHAG00000021339"
"1203","prepl","ENSCHAG00000018791"
"1205","prmt3","ENSCHAG00000000254"
"1207","prph","ENSCHAG00000018574"
"1208","prune2","ENSCHAG00000024035"
"1210","psmb4","ENSCHAG00000001693"
"1211","psmd4a","ENSCHAG00000012208"
"1214","ptcd2","ENSCHAG00000010756"
"1215","ptger1a","ENSCHAG00000025700"
"1216","pth2rb","ENSCHAG00000025146"
"1220","ptpn4b","ENSCHAG00000025109"
"1222","ptprt","ENSCHAG00000024252"
"1232","ptrh2","ENSCHAG00000022697"
"1233","rab11a","ENSCHAG00000002433"
"1238","rab6ba","ENSCHAG00000019900"
"1243","rad21b","ENSCHAG00000000617"
"1246","rae1","ENSCHAG00000019013"
"1250","rasgrf2a","ENSCHAG00000019251"
"1257","rbfox2","ENSCHAG00000025529"
"1260","rcbtb2","ENSCHAG00000024123"
"1264","rfx5","ENSCHAG00000001615"
"1265","rfx7a","ENSCHAG00000014090"
"1266","rgl3a","ENSCHAG00000024532"
"1268","rgra","ENSCHAG00000003901"
"1269","rhbdd1","ENSCHAG00000024273"
"1271","rhbdl3","ENSCHAG00000014902"
"1272","rnf113a","ENSCHAG00000009175"
"1274","rnft1","ENSCHAG00000023238"
"1275","romo1","ENSCHAG00000000530"
"1276","rpl24","ENSCHAG00000023610"
"1278","rps12","ENSCHAG00000022894"
"1280","rps19","ENSCHAG00000002791"
"1283","rps28","ENSCHAG00000004868"
"1284","rps6kb1a","ENSCHAG00000022732"
"1291","rpsa","ENSCHAG00000023209"
"1294","rragcb","ENSCHAG00000000775"
"1295","rundc3aa","ENSCHAG00000009114"
"1297","ryk","ENSCHAG00000020128"
"1304","sarnp","ENSCHAG00000018982"
"1305","scly","ENSCHAG00000020917"
"1311","sec61b","ENSCHAG00000000838"
"1312","selenou1a","ENSCHAG00000003586"
"1314","selenow2a","ENSCHAG00000010747"
"1315","sept9b","ENSCHAG00000015484"
"1325","sfxn3","ENSCHAG00000003340"
"1327","sh3bgrl2","ENSCHAG00000022916"
"1329","shox2","ENSCHAG00000008968"
"1330","si:ch1073-224n8.1","ENSCHAG00000025693"
"1331","si:ch211-127d4.3","ENSCHAG00000022524"
"1332","si:ch211-153f2.3","ENSCHAG00000000784"
"1333","si:ch211-165i18.2","ENSCHAG00000012008"
"1334","si:ch211-203d1.3","ENSCHAG00000008882"
"1335","si:ch211-239f4.1","ENSCHAG00000017429"
"1342","si:ch211-79k12.1","ENSCHAG00000002268"
"1343","si:ch211-79k12.2","ENSCHAG00000002210"
"1345","si:ch73-160i9.1","ENSCHAG00000000591"
"1346","si:ch73-61d6.3","ENSCHAG00000006733"
"1347","si:dkey-201i6.2","ENSCHAG00000000643"
"1348","si:dkey-211g8.6","ENSCHAG00000001082"
"1349","si:dkey-22o22.2","ENSCHAG00000000525"
"1350","si:dkey-25o16.4","ENSCHAG00000002892"
"1352","si:dkey-260c8.8","ENSCHAG00000012905"
"1353","si:dkey-73n10.1","ENSCHAG00000004518"
"1354","si:dkey-85p17.3","ENSCHAG00000021702"
"1357","six3a","ENSCHAG00000018762"
"1358","skib","ENSCHAG00000013389"
"1359","slain2","ENSCHAG00000023374"
"1361","slc12a2","ENSCHAG00000014487"
"1370","slc16a1a","ENSCHAG00000011106"
"1373","slc18a3a","ENSCHAG00000003945"
"1374","slc24a1","ENSCHAG00000003677"
"1378","slc25a15a","ENSCHAG00000024403"
"1380","slc25a17","ENSCHAG00000014815"
"1382","slc25a38b","ENSCHAG00000023197"
"1384","slc25a46","ENSCHAG00000023414"
"1388","slc25a55a","ENSCHAG00000010850"
"1389","slc27a6","ENSCHAG00000012692"
"1394","slc2a12","ENSCHAG00000022555"
"1395","slc30a8","ENSCHAG00000000875"
"1397","slc3a1","ENSCHAG00000018877"
"1401","slc44a2","ENSCHAG00000024656"
