"","Gene_Name","Gene_ID"
"1411","slc4a1a","ENSCHAG00000010815"
"1417","slc5a5","ENSCHAG00000005530"
"1421","slc5a8l","ENSCHAG00000010965"
"1425","slc6a5","ENSCHAG00000000393"
"1426","slc9a3.2","ENSCHAG00000009668"
"1434","slc9a5","ENSCHAG00000013270"
"1436","slco2a1","ENSCHAG00000019979"
"1438","smim13","ENSCHAG00000001366"
"1439","sned1","ENSCHAG00000020804"
"1442","sorcs2","ENSCHAG00000006975"
"1450","srd5a3","ENSCHAG00000011636"
"1451","sst1.2","ENSCHAG00000024352"
"1453","sst1.2","ENSCHAG00000024367"
"1454","stoml1","ENSCHAG00000004806"
"1455","stpg1","ENSCHAG00000001040"
"1457","strada","ENSCHAG00000009246"
"1461","sufu","ENSCHAG00000001799"
"1466","surf2","ENSCHAG00000012159"
"1467","surf4","ENSCHAG00000012029"
"1471","synpo2la","ENSCHAG00000001621"
"1472","syt7a","ENSCHAG00000005897"
"1473","tbpl1","ENSCHAG00000022560"
"1475","tbx5a","ENSCHAG00000007003"
"1477","tcf21","ENSCHAG00000022568"
"1478","tekt2","ENSCHAG00000001121"
"1479","tex9","ENSCHAG00000014106"
"1481","thrap3b","ENSCHAG00000001178"
"1482","timeless","ENSCHAG00000018595"
"1488","tlx3b","ENSCHAG00000003594"
"1489","tmem108","ENSCHAG00000004998"
"1490","tmem170b","ENSCHAG00000001423"
"1492","tmem232","ENSCHAG00000023400"
"1493","tmem51b","ENSCHAG00000013317"
"1496","tnpo1","ENSCHAG00000010519"
"1501","tns1b","ENSCHAG00000002272"
"1510","tomm40l","ENSCHAG00000011996"
"1512","tomm5","ENSCHAG00000009006"
"1513","topbp1","ENSCHAG00000005054"
"1520","tprg1","ENSCHAG00000001439"
"1521","trim8a","ENSCHAG00000001725"
"1523","trps1","ENSCHAG00000026398"
"1524","trub1","ENSCHAG00000026495"
"1525","tshba","ENSCHAG00000010920"
"1526","tspan2a","ENSCHAG00000010824"
"1527","tuba1a","ENSCHAG00000018544"
"1529","ugt5g2","ENSCHAG00000003618"
"1530","uqcrb","ENSCHAG00000001897"
"1532","uqcrc1","ENSCHAG00000019228"
"1539","usf2","ENSCHAG00000000793"
"1542","ushbp1","ENSCHAG00000006780"
"1543","utp23","ENSCHAG00000000495"
"1544","vamp1","ENSCHAG00000000544"
"1545","vps41","ENSCHAG00000004342"
"1552","wdr36","ENSCHAG00000023457"
"1558","wdr44","ENSCHAG00000025750"
"1562","yy1b","ENSCHAG00000007484"
"1564","zgc:101679","ENSCHAG00000017363"
"1567","zgc:153142","ENSCHAG00000004292"
"1568","zgc:153441","ENSCHAG00000001786"
"1569","zgc:163098","ENSCHAG00000025808"
"1572","zgc:172339","ENSCHAG00000004136"
"1573","zgc:198371","ENSCHAG00000008172"
"1574","zgc:92590","ENSCHAG00000002159"
"1575","znhit1","ENSCHAG00000003213"
"1576","zswim8","ENSCHAG00000005956"
