"","Gene_Name","Gene_ID"
"118","ENSCHAG00000006440","ENSCHAG00000006440"
"119","ENSCHAG00000006541","ENSCHAG00000006541"
"120","ENSCHAG00000006672","ENSCHAG00000006672"
"121","ENSCHAG00000006983","ENSCHAG00000006983"
"122","ENSCHAG00000006998","ENSCHAG00000006998"
"123","ENSCHAG00000007019","ENSCHAG00000007019"
"124","ENSCHAG00000007056","ENSCHAG00000007056"
"125","ENSCHAG00000007137","ENSCHAG00000007137"
"126","ENSCHAG00000007311","ENSCHAG00000007311"
"135","ENSCHAG00000007454","ENSCHAG00000007454"
"136","ENSCHAG00000007477","ENSCHAG00000007477"
"143","ENSCHAG00000007524","ENSCHAG00000007524"
"144","ENSCHAG00000007836","ENSCHAG00000007836"
"145","ENSCHAG00000007942","ENSCHAG00000007942"
"146","ENSCHAG00000007945","ENSCHAG00000007945"
"147","ENSCHAG00000007985","ENSCHAG00000007985"
"148","ENSCHAG00000007992","ENSCHAG00000007992"
"153","ENSCHAG00000007996","ENSCHAG00000007996"
"154","ENSCHAG00000008054","ENSCHAG00000008054"
"155","ENSCHAG00000008071","ENSCHAG00000008071"
"157","ENSCHAG00000008138","ENSCHAG00000008138"
"167","ENSCHAG00000008333","ENSCHAG00000008333"
"168","ENSCHAG00000008339","ENSCHAG00000008339"
"169","ENSCHAG00000008348","ENSCHAG00000008348"
"170","ENSCHAG00000008446","ENSCHAG00000008446"
"171","ENSCHAG00000008553","ENSCHAG00000008553"
"172","ENSCHAG00000008805","ENSCHAG00000008805"
"175","ENSCHAG00000009288","ENSCHAG00000009288"
"177","ENSCHAG00000009395","ENSCHAG00000009395"
"178","ENSCHAG00000010438","ENSCHAG00000010438"
"179","ENSCHAG00000010450","ENSCHAG00000010450"
"180","ENSCHAG00000010451","ENSCHAG00000010451"
"181","ENSCHAG00000010770","ENSCHAG00000010770"
"182","ENSCHAG00000010774","ENSCHAG00000010774"
"183","ENSCHAG00000010776","ENSCHAG00000010776"
"184","ENSCHAG00000010910","ENSCHAG00000010910"
"187","ENSCHAG00000011028","ENSCHAG00000011028"
"188","ENSCHAG00000011032","ENSCHAG00000011032"
"189","ENSCHAG00000011054","ENSCHAG00000011054"
"198","ENSCHAG00000011179","ENSCHAG00000011179"
"199","ENSCHAG00000012379","ENSCHAG00000012379"
"200","ENSCHAG00000012443","ENSCHAG00000012443"
"206","ENSCHAG00000012985","ENSCHAG00000012985"
"207","ENSCHAG00000013549","ENSCHAG00000013549"
"209","ENSCHAG00000013592","ENSCHAG00000013592"
"210","ENSCHAG00000014788","ENSCHAG00000014788"
"211","ENSCHAG00000014801","ENSCHAG00000014801"
"212","ENSCHAG00000014813","ENSCHAG00000014813"
"213","ENSCHAG00000015135","ENSCHAG00000015135"
"215","ENSCHAG00000015261","ENSCHAG00000015261"
"217","ENSCHAG00000015267","ENSCHAG00000015267"
"218","ENSCHAG00000015334","ENSCHAG00000015334"
"219","ENSCHAG00000015770","ENSCHAG00000015770"
"220","ENSCHAG00000015864","ENSCHAG00000015864"
"230","ENSCHAG00000017294","ENSCHAG00000017294"
"235","ENSCHAG00000017483","ENSCHAG00000017483"
"236","ENSCHAG00000017485","ENSCHAG00000017485"
"237","ENSCHAG00000017488","ENSCHAG00000017488"
"238","ENSCHAG00000017489","ENSCHAG00000017489"
"239","ENSCHAG00000017493","ENSCHAG00000017493"
"240","ENSCHAG00000017496","ENSCHAG00000017496"
"241","ENSCHAG00000017501","ENSCHAG00000017501"
"242","ENSCHAG00000017507","ENSCHAG00000017507"
"243","ENSCHAG00000017510","ENSCHAG00000017510"
"244","ENSCHAG00000017513","ENSCHAG00000017513"
"245","ENSCHAG00000017647","ENSCHAG00000017647"
"246","ENSCHAG00000017650","ENSCHAG00000017650"
"247","ENSCHAG00000017939","ENSCHAG00000017939"
"248","ENSCHAG00000017941","ENSCHAG00000017941"
"250","ENSCHAG00000017948","ENSCHAG00000017948"
"259","ENSCHAG00000018371","ENSCHAG00000018371"
"267","ENSCHAG00000018392","ENSCHAG00000018392"
"268","ENSCHAG00000018760","ENSCHAG00000018760"
"269","ENSCHAG00000019078","ENSCHAG00000019078"
"273","ENSCHAG00000019164","ENSCHAG00000019164"
"274","ENSCHAG00000020286","ENSCHAG00000020286"
"275","ENSCHAG00000021009","ENSCHAG00000021009"
"276","ENSCHAG00000021732","ENSCHAG00000021732"
"282","ENSCHAG00000021912","ENSCHAG00000021912"
"283","ENSCHAG00000021993","ENSCHAG00000021993"
"284","ENSCHAG00000022005","ENSCHAG00000022005"
"285","ENSCHAG00000022168","ENSCHAG00000022168"
"286","ENSCHAG00000022173","ENSCHAG00000022173"
"287","ENSCHAG00000022177","ENSCHAG00000022177"
"288","ENSCHAG00000022184","ENSCHAG00000022184"
"289","ENSCHAG00000022197","ENSCHAG00000022197"
"291","ENSCHAG00000022231","ENSCHAG00000022231"
"293","ENSCHAG00000022290","ENSCHAG00000022290"
"294","ENSCHAG00000022430","ENSCHAG00000022430"
"300","ENSCHAG00000022571","ENSCHAG00000022571"
"301","ENSCHAG00000022709","ENSCHAG00000022709"
"302","ENSCHAG00000022815","ENSCHAG00000022815"
"304","ENSCHAG00000022830","ENSCHAG00000022830"
"305","ENSCHAG00000022852","ENSCHAG00000022852"
"307","ENSCHAG00000022853","ENSCHAG00000022853"
"308","ENSCHAG00000022854","ENSCHAG00000022854"
"309","ENSCHAG00000023324","ENSCHAG00000023324"
"310","ENSCHAG00000023330","ENSCHAG00000023330"
"311","ENSCHAG00000023390","ENSCHAG00000023390"
"312","ENSCHAG00000023399","ENSCHAG00000023399"
"314","ENSCHAG00000023407","ENSCHAG00000023407"
"315","ENSCHAG00000023724","ENSCHAG00000023724"
"316","ENSCHAG00000023726","ENSCHAG00000023726"
"317","ENSCHAG00000023728","ENSCHAG00000023728"
"318","ENSCHAG00000024991","ENSCHAG00000024991"
"319","ENSCHAG00000025041","ENSCHAG00000025041"
"321","ENSCHAG00000025652","ENSCHAG00000025652"
"325","ENSCHAG00000025710","ENSCHAG00000025710"
"326","ENSCHAG00000025760","ENSCHAG00000025760"
"327","ENSCHAG00000025791","ENSCHAG00000025791"
"328","ENSCHAG00000025847","ENSCHAG00000025847"
"331","ENSCHAG00000025862","ENSCHAG00000025862"
"332","ENSCHAG00000025865","ENSCHAG00000025865"
"335","ENSCHAG00000025891","ENSCHAG00000025891"
"337","ENSCHAG00000025904","ENSCHAG00000025904"
"339","ENSCHAG00000025915","ENSCHAG00000025915"
"340","ENSCHAG00000025916","ENSCHAG00000025916"
"341","ENSCHAG00000025936","ENSCHAG00000025936"
"342","ENSCHAG00000026212","ENSCHAG00000026212"
"343","ENSCHAG00000026215","ENSCHAG00000026215"
"344","ENSCHAG00000026449","ENSCHAG00000026449"
"345","ENSCHAG00000026925","ENSCHAG00000026925"
"355","ENSCHAG00000026936","ENSCHAG00000026936"
"357","ENSCHAG00000027327","ENSCHAG00000027327"
"358","GNAZ","ENSCHAG00000013313"
"359","MCOLN3","ENSCHAG00000002573"
"362","PALMD","ENSCHAG00000009863"
"363","PGF","ENSCHAG00000006545"
"364","PIAS1","ENSCHAG00000023617"
"370","PPHLN1","ENSCHAG00000017947"
"372","RFESD","ENSCHAG00000019160"
"373","RNF208","ENSCHAG00000015736"
"374","SBF1","ENSCHAG00000011339"
"384","SMAD3","ENSCHAG00000023688"
"387","SNORA74","ENSCHAG00000026441"
"388","SNORD16","ENSCHAG00000000104"
"389","SNORD16","ENSCHAG00000000108"
"390","SNORD18","ENSCHAG00000000106"
"391","SNORD18","ENSCHAG00000000107"
"392","SNORD42","ENSCHAG00000020987"
"393","SNORD83","ENSCHAG00000010772"
"394","SNORD83","ENSCHAG00000010781"
"395","SNORD83","ENSCHAG00000010783"
"396","SYDE2","ENSCHAG00000003262"
"397","TNIK","ENSCHAG00000015013"
"406","WDR63","ENSCHAG00000002741"
"412","XRCC2","ENSCHAG00000015129"
"413","aagab","ENSCHAG00000023674"
"415","actr10","ENSCHAG00000006365"
"421","actr3b","ENSCHAG00000014123"
"430","adm2a","ENSCHAG00000015251"
"431","agbl1","ENSCHAG00000016499"
"434","agtpbp1","ENSCHAG00000024424"
"440","aldh6a1","ENSCHAG00000006703"
"441","angpt2b","ENSCHAG00000006260"
"442","ank1a","ENSCHAG00000001526"
"452","anks1b","ENSCHAG00000005896"
"455","arhgef37","ENSCHAG00000014629"
"456","ascc3","ENSCHAG00000015189"
"464","atp5f1c","ENSCHAG00000014596"
"469","atp5fa1","ENSCHAG00000022181"
"475","atp6v1d","ENSCHAG00000011859"
"478","b3gnt2b","ENSCHAG00000002175"
"479","bcas3","ENSCHAG00000009069"
"486","bcl2a","ENSCHAG00000018783"
"487","brip1","ENSCHAG00000009519"
"493","cacnb4b","ENSCHAG00000006488"
"499","ccdc80l2","ENSCHAG00000026451"
"500","ccn1","ENSCHAG00000003344"
"501","cct2","ENSCHAG00000009633"
"506","cdh4","ENSCHAG00000025571"
"516","cep78","ENSCHAG00000024356"
"517","ch25hl1.1","ENSCHAG00000008452"
"518","ch25hl1.1","ENSCHAG00000008473"
"519","ch25hl1.2","ENSCHAG00000008524"
"520","chchd1","ENSCHAG00000011676"
"522","cicb","ENSCHAG00000012970"
"523","cipcb","ENSCHAG00000006557"
"524","clk2b","ENSCHAG00000005172"
"534","cox4i1l","ENSCHAG00000018779"
"535","cpsf6","ENSCHAG00000009684"
"539","csmd2","ENSCHAG00000003146"
"547","csrp1b","ENSCHAG00000003604"
"548","ctps1a","ENSCHAG00000017099"
"556","cyb5r4","ENSCHAG00000015846"
"558","cyp11c1","ENSCHAG00000004600"
"559","cyp26a1","ENSCHAG00000024185"
"560","cyp2ae1","ENSCHAG00000027331"
"561","dcun1d4","ENSCHAG00000024952"
"563","dedd1","ENSCHAG00000012313"
"567","dennd4a","ENSCHAG00000003270"
"575","depdc5","ENSCHAG00000013405"
"585","dip2ca","ENSCHAG00000023650"
"595","dkc1","ENSCHAG00000009747"
"600","dnah2","ENSCHAG00000014576"
"601","dock4b","ENSCHAG00000025982"
"605","dpyda.3","ENSCHAG00000010019"
"615","dscaml1","ENSCHAG00000002307"
"616","dusp4","ENSCHAG00000000454"
"618","ebf2","ENSCHAG00000000295"
"619","ehbp1","ENSCHAG00000001812"
"622","eif2s1b","ENSCHAG00000011974"
"624","eif5a","ENSCHAG00000014895"
"626","elp3","ENSCHAG00000015071"
"627","entpd5b","ENSCHAG00000006623"
"628","etfa","ENSCHAG00000009901"
"636","exoc6","ENSCHAG00000023220"
"646","faah2b","ENSCHAG00000002881"
"649","fam166b","ENSCHAG00000015772"
"650","fbxo18","ENSCHAG00000017821"
"653","fgf10a","ENSCHAG00000026910"
"654","fgfr3","ENSCHAG00000018255"
"664","fndc3bb","ENSCHAG00000023326"
"669","foxb2","ENSCHAG00000020979"
"670","fryl","ENSCHAG00000023473"
"675","fxyd6","ENSCHAG00000021916"
"676","fybb","ENSCHAG00000026445"
"678","gata3","ENSCHAG00000014525"
"679","gba2","ENSCHAG00000004008"
"687","ghsrb","ENSCHAG00000023319"
"688","glt8d2","ENSCHAG00000017659"
"689","gna14a","ENSCHAG00000024349"
"690","gpatch4","ENSCHAG00000008364"
"691","gphnb","ENSCHAG00000005071"
"699","gpr184","ENSCHAG00000003183"
"700","gxylt2","ENSCHAG00000025668"
"701","hsp90ab1","ENSCHAG00000012140"
"710","hsp90b1","ENSCHAG00000015352"
"718","hwa","ENSCHAG00000025643"
"719","ifrd1","ENSCHAG00000000859"
"724","il10ra","ENSCHAG00000021848"
"725","ipo7","ENSCHAG00000009376"
"730","iqch","ENSCHAG00000023667"
"731","irf2bp2b","ENSCHAG00000020339"
"732","irx5a","ENSCHAG00000000301"
"733","irx6a","ENSCHAG00000000320"
"734","isl2a","ENSCHAG00000009849"
"735","itih2","ENSCHAG00000014784"
"745","itih5","ENSCHAG00000017519"
"746","jmjd1cb","ENSCHAG00000024226"
"752","kcnd3","ENSCHAG00000000783"
"755","kcnj14","ENSCHAG00000022390"
"756","kdm6ba","ENSCHAG00000015440"
"757","kif13bb","ENSCHAG00000014218"
"765","kif26ba","ENSCHAG00000017646"
"766","kin","ENSCHAG00000014703"
"768","klhl17","ENSCHAG00000027610"
"770","kti12","ENSCHAG00000008164"
"774","lactb","ENSCHAG00000011199"
"775","lamtor2","ENSCHAG00000008683"
"776","larp4b","ENSCHAG00000023580"
"778","lctlb","ENSCHAG00000000142"
"780","ldb1a","ENSCHAG00000012037"
"781","letm1","ENSCHAG00000022579"
"785","letm2","ENSCHAG00000001775"
"787","lmna","ENSCHAG00000008483"
"791","loxhd1a","ENSCHAG00000025721"
"795","lpcat2","ENSCHAG00000002835"
"798","map1lc3c","ENSCHAG00000020353"
"799","map2k1","ENSCHAG00000000220"
"800","mef2d","ENSCHAG00000007966"
"808","megf11","ENSCHAG00000000584"
"814","meis1b","ENSCHAG00000017672"
"821","meox2b","ENSCHAG00000006699"
"822","mmp2","ENSCHAG00000001051"
"831","morf4l1","ENSCHAG00000023342"
"836","mpp5b","ENSCHAG00000011960"
"837","mrvi1","ENSCHAG00000006379"
"838","mybphb","ENSCHAG00000005891"
"840","myh14","ENSCHAG00000022372"
"841","mylipa","ENSCHAG00000006684"
"842","naa35","ENSCHAG00000024374"
"846","nav1b","ENSCHAG00000003705"
"852","ndst2a","ENSCHAG00000002649"
"859","nlgn2a","ENSCHAG00000015602"
"866","nnt","ENSCHAG00000026492"
"876","noc2l","ENSCHAG00000027620"
"882","nots","ENSCHAG00000009624"
"883","nrbf2b","ENSCHAG00000024345"
"884","nsa2","ENSCHAG00000025990"
"885","nsd2","ENSCHAG00000022726"
"889","nsd3","ENSCHAG00000001902"
"896","ntrk3a","ENSCHAG00000016223"
"901","ociad1","ENSCHAG00000024930"
"903","ociad2","ENSCHAG00000024945"
"904","odr4","ENSCHAG00000022338"
"905","opn6a","ENSCHAG00000020990"
"906","pcsk5b","ENSCHAG00000019210"
"916","pdcl","ENSCHAG00000025906"
"917","pde6b","ENSCHAG00000027294"
"918","pdzrn3b","ENSCHAG00000025689"
"922","pear1","ENSCHAG00000008391"
"924","pik3c3","ENSCHAG00000003395"
"930","pklr","ENSCHAG00000002526"
"937","pkp1b","ENSCHAG00000003411"
"938","pld1b","ENSCHAG00000019971"
"948","plek","ENSCHAG00000017624"
"949","plpp5","ENSCHAG00000004777"
"950","plppr4b","ENSCHAG00000009873"
"951","plppr5b","ENSCHAG00000009914"
"955","polr1c","ENSCHAG00000011767"
"962","ppp1r3b","ENSCHAG00000004587"
"963","ppp4r2b","ENSCHAG00000025680"
"964","ppp6r2a","ENSCHAG00000010799"
"967","prkag2a","ENSCHAG00000015457"
"977","prkd2","ENSCHAG00000003291"
"986","prnpb","ENSCHAG00000001684"
"987","pstpip1a","ENSCHAG00000008609"
"988","ptges","ENSCHAG00000023799"
"989","rab11a","ENSCHAG00000002433"
"994","rab11al","ENSCHAG00000008561"
"996","rab25b","ENSCHAG00000008626"
"1000","rab36","ENSCHAG00000013326"
"1002","rabac1","ENSCHAG00000012279"
"1004","rai14","ENSCHAG00000026917"
"1006","rasl11b","ENSCHAG00000000664"
"1007","rassf2b","ENSCHAG00000001666"
"1008","rbm25b","ENSCHAG00000012039"
"1012","rbp4l","ENSCHAG00000027680"
"1015","rcn2","ENSCHAG00000008622"
"1016","reep3b","ENSCHAG00000024206"
"1018","rerea","ENSCHAG00000027649"
"1021","rgp1","ENSCHAG00000003925"
"1022","rictorb","ENSCHAG00000026229"
"1026","rnf144b","ENSCHAG00000007025"
"1030","rpl18","ENSCHAG00000022298"
"1032","rpl28","ENSCHAG00000025897"
"1033","rpl37","ENSCHAG00000025911"
"1034","rpl4","ENSCHAG00000023757"
"1035","rpz","ENSCHAG00000008914"
"1036","rpz2","ENSCHAG00000008923"
"1037","rpz4","ENSCHAG00000008787"
"1038","rpz5","ENSCHAG00000008789"
"1039","rpz6","ENSCHAG00000008797"
"1040","rxfp3","ENSCHAG00000026939"
"1041","rxfp3.3a3","ENSCHAG00000023614"
"1042","rybpb","ENSCHAG00000025660"
"1044","samd11","ENSCHAG00000027642"
"1048","sbf1","ENSCHAG00000014179"
"1052","sbf2","ENSCHAG00000006532"
"1062","scaper","ENSCHAG00000008671"
"1067","scube3","ENSCHAG00000001573"
"1077","sec11a","ENSCHAG00000008075"
"1080","sema5bb","ENSCHAG00000005803"
"1085","sgcb","ENSCHAG00000024997"
"1086","shq1","ENSCHAG00000025662"
"1087","si:ch211-120k19.1","ENSCHAG00000022350"
"1088","si:ch211-51a6.2","ENSCHAG00000011630"
"1091","si:ch73-22o12.1","ENSCHAG00000010900"
"1092","si:ch73-29c22.1","ENSCHAG00000025974"
"1093","si:dkey-122a22.2","ENSCHAG00000010453"
"1094","si:dkey-152b24.6","ENSCHAG00000008762"
"1095","si:dkey-191g9.5","ENSCHAG00000011690"
"1097","si:dkey-191g9.7","ENSCHAG00000011754"
"1098","si:dkey-202l22.3","ENSCHAG00000002598"
"1105","si:dkey-247m21.3","ENSCHAG00000027683"
"1107","si:dkey-24l11.2","ENSCHAG00000008501"
"1109","si:dkey-81j8.6","ENSCHAG00000001727"
"1111","si:dkeyp-75h12.2","ENSCHAG00000003030"
"1115","sim1a","ENSCHAG00000015763"
"1116","skia","ENSCHAG00000001665"
"1118","skor1b","ENSCHAG00000023652"
"1119","slain2","ENSCHAG00000023374"
"1121","slc24a1","ENSCHAG00000003677"
"1122","slc25a17","ENSCHAG00000014815"
"1124","slc25a27","ENSCHAG00000021923"
"1130","slc26a1","ENSCHAG00000027681"
"1131","slc28a1","ENSCHAG00000007904"
"1136","slc45a2","ENSCHAG00000026941"
"1137","slc5a1","ENSCHAG00000013934"
"1147","slc6a2","ENSCHAG00000004045"
"1157","slit3","ENSCHAG00000014782"
"1167","smad6b","ENSCHAG00000023735"
"1169","smyd3","ENSCHAG00000017656"
"1172","snapc5","ENSCHAG00000000160"
"1173","snx7","ENSCHAG00000009950"
"1176","spata18","ENSCHAG00000025006"
"1177","spout1","ENSCHAG00000025977"
"1178","sppl3","ENSCHAG00000012874"
"1181","sqlea","ENSCHAG00000007170"
"1184","st6galnac6","ENSCHAG00000025999"
"1185","st8sia5","ENSCHAG00000025920"
"1188","strn","ENSCHAG00000020390"
"1198","taf3","ENSCHAG00000014551"
"1199","tapbpl","ENSCHAG00000022242"
"1202","tapbpl","ENSCHAG00000022271"
"1203","tbx4","ENSCHAG00000009487"
"1204","thbs4b","ENSCHAG00000023900"
"1212","tmem110l","ENSCHAG00000017576"
"1213","tmem176l.4","ENSCHAG00000008783"
"1214","tmem266","ENSCHAG00000011075"
"1216","tmem88b","ENSCHAG00000015574"
"1218","tnni1b","ENSCHAG00000003533"
"1220","tnnt2b","ENSCHAG00000003507"
"1221","tor1","ENSCHAG00000025993"
"1223","trappc3","ENSCHAG00000006329"
"1225","tspan3a","ENSCHAG00000008545"
"1226","txnrd3","ENSCHAG00000018885"
"1236","ubqln4","ENSCHAG00000008716"
"1238","uhrf1bp1l","ENSCHAG00000002645"
"1245","usp20","ENSCHAG00000022910"
"1252","usp46","ENSCHAG00000025013"
"1255","uts2r3","ENSCHAG00000022396"
"1256","vps13a","ENSCHAG00000021136"
"1265","wdpcp","ENSCHAG00000001434"
"1270","wnk1b","ENSCHAG00000025749"
"1272","wnt5b","ENSCHAG00000026035"
"1275","ywhah","ENSCHAG00000013902"
"1276","yy1b","ENSCHAG00000007484"
"1278","zar1","ENSCHAG00000023410"
"1279","zbtb7b","ENSCHAG00000022741"
"1280","zfpm2a","ENSCHAG00000010539"
"1281","zgc:103692","ENSCHAG00000022825"
"1282","zgc:122979","ENSCHAG00000025640"
"1283","zgc:77838","ENSCHAG00000025971"
"1285","zgc:86764","ENSCHAG00000027682"
"1287","znf410","ENSCHAG00000006574"
"1289","znf574","ENSCHAG00000012381"
"1290","znhit3","ENSCHAG00000022807"
"1291","zswim8","ENSCHAG00000005956"
"1299","zwilch","ENSCHAG00000000117"
