"","Gene_Name","Gene_ID"
"82","ENSCHAG00000006372","ENSCHAG00000006372"
"83","ENSCHAG00000006374","ENSCHAG00000006374"
"84","ENSCHAG00000006426","ENSCHAG00000006426"
"85","ENSCHAG00000006440","ENSCHAG00000006440"
"86","ENSCHAG00000006588","ENSCHAG00000006588"
"87","ENSCHAG00000006606","ENSCHAG00000006606"
"88","ENSCHAG00000006655","ENSCHAG00000006655"
"89","ENSCHAG00000006661","ENSCHAG00000006661"
"90","ENSCHAG00000006819","ENSCHAG00000006819"
"91","ENSCHAG00000006833","ENSCHAG00000006833"
"92","ENSCHAG00000006857","ENSCHAG00000006857"
"97","ENSCHAG00000007008","ENSCHAG00000007008"
"98","ENSCHAG00000007013","ENSCHAG00000007013"
"99","ENSCHAG00000007016","ENSCHAG00000007016"
"100","ENSCHAG00000007022","ENSCHAG00000007022"
"101","ENSCHAG00000007043","ENSCHAG00000007043"
"102","ENSCHAG00000007056","ENSCHAG00000007056"
"103","ENSCHAG00000007146","ENSCHAG00000007146"
"104","ENSCHAG00000007176","ENSCHAG00000007176"
"105","ENSCHAG00000007206","ENSCHAG00000007206"
"106","ENSCHAG00000007216","ENSCHAG00000007216"
"107","ENSCHAG00000007655","ENSCHAG00000007655"
"108","ENSCHAG00000007691","ENSCHAG00000007691"
"109","ENSCHAG00000007697","ENSCHAG00000007697"
"110","ENSCHAG00000007853","ENSCHAG00000007853"
"115","ENSCHAG00000007930","ENSCHAG00000007930"
"116","ENSCHAG00000007933","ENSCHAG00000007933"
"117","ENSCHAG00000007975","ENSCHAG00000007975"
"118","ENSCHAG00000008007","ENSCHAG00000008007"
"119","ENSCHAG00000008082","ENSCHAG00000008082"
"120","ENSCHAG00000008095","ENSCHAG00000008095"
"123","ENSCHAG00000008402","ENSCHAG00000008402"
"124","ENSCHAG00000008409","ENSCHAG00000008409"
"125","ENSCHAG00000008414","ENSCHAG00000008414"
"126","ENSCHAG00000008464","ENSCHAG00000008464"
"127","ENSCHAG00000008465","ENSCHAG00000008465"
"129","ENSCHAG00000008469","ENSCHAG00000008469"
"131","ENSCHAG00000008484","ENSCHAG00000008484"
"132","ENSCHAG00000008791","ENSCHAG00000008791"
"133","ENSCHAG00000008836","ENSCHAG00000008836"
"134","ENSCHAG00000009040","ENSCHAG00000009040"
"136","ENSCHAG00000009134","ENSCHAG00000009134"
"137","ENSCHAG00000009137","ENSCHAG00000009137"
"138","ENSCHAG00000009171","ENSCHAG00000009171"
"139","ENSCHAG00000009184","ENSCHAG00000009184"
"143","ENSCHAG00000009216","ENSCHAG00000009216"
"144","ENSCHAG00000009308","ENSCHAG00000009308"
"149","ENSCHAG00000009323","ENSCHAG00000009323"
"150","ENSCHAG00000009332","ENSCHAG00000009332"
"151","ENSCHAG00000009402","ENSCHAG00000009402"
"153","ENSCHAG00000009431","ENSCHAG00000009431"
"154","ENSCHAG00000009433","ENSCHAG00000009433"
"155","ENSCHAG00000009604","ENSCHAG00000009604"
"157","ENSCHAG00000009692","ENSCHAG00000009692"
"159","ENSCHAG00000009696","ENSCHAG00000009696"
"160","ENSCHAG00000010036","ENSCHAG00000010036"
"161","ENSCHAG00000010174","ENSCHAG00000010174"
"162","ENSCHAG00000010177","ENSCHAG00000010177"
"163","ENSCHAG00000010178","ENSCHAG00000010178"
"164","ENSCHAG00000010708","ENSCHAG00000010708"
"167","ENSCHAG00000010806","ENSCHAG00000010806"
"168","ENSCHAG00000010810","ENSCHAG00000010810"
"169","ENSCHAG00000010877","ENSCHAG00000010877"
"170","ENSCHAG00000010886","ENSCHAG00000010886"
"173","ENSCHAG00000010910","ENSCHAG00000010910"
"176","ENSCHAG00000011028","ENSCHAG00000011028"
"177","ENSCHAG00000011032","ENSCHAG00000011032"
"178","ENSCHAG00000011054","ENSCHAG00000011054"
"187","ENSCHAG00000011120","ENSCHAG00000011120"
"188","ENSCHAG00000011225","ENSCHAG00000011225"
"189","ENSCHAG00000011290","ENSCHAG00000011290"
"192","ENSCHAG00000011312","ENSCHAG00000011312"
"193","ENSCHAG00000011355","ENSCHAG00000011355"
"194","ENSCHAG00000011468","ENSCHAG00000011468"
"195","ENSCHAG00000011808","ENSCHAG00000011808"
"196","ENSCHAG00000011820","ENSCHAG00000011820"
"199","ENSCHAG00000011938","ENSCHAG00000011938"
"201","ENSCHAG00000011950","ENSCHAG00000011950"
"202","ENSCHAG00000012296","ENSCHAG00000012296"
"203","ENSCHAG00000012311","ENSCHAG00000012311"
"204","ENSCHAG00000012361","ENSCHAG00000012361"
"205","ENSCHAG00000012390","ENSCHAG00000012390"
"206","ENSCHAG00000012410","ENSCHAG00000012410"
"207","ENSCHAG00000012629","ENSCHAG00000012629"
"208","ENSCHAG00000012633","ENSCHAG00000012633"
"209","ENSCHAG00000012707","ENSCHAG00000012707"
"210","ENSCHAG00000012906","ENSCHAG00000012906"
"211","ENSCHAG00000012914","ENSCHAG00000012914"
"212","ENSCHAG00000012984","ENSCHAG00000012984"
"213","ENSCHAG00000012988","ENSCHAG00000012988"
"214","ENSCHAG00000013001","ENSCHAG00000013001"
"215","ENSCHAG00000013004","ENSCHAG00000013004"
"218","ENSCHAG00000013027","ENSCHAG00000013027"
"219","ENSCHAG00000013028","ENSCHAG00000013028"
"220","ENSCHAG00000013110","ENSCHAG00000013110"
"227","ENSCHAG00000013349","ENSCHAG00000013349"
"228","ENSCHAG00000013364","ENSCHAG00000013364"
"229","ENSCHAG00000013391","ENSCHAG00000013391"
"230","ENSCHAG00000013397","ENSCHAG00000013397"
"231","ENSCHAG00000013400","ENSCHAG00000013400"
"232","ENSCHAG00000013507","ENSCHAG00000013507"
"233","ENSCHAG00000013544","ENSCHAG00000013544"
"235","ENSCHAG00000013546","ENSCHAG00000013546"
"236","ENSCHAG00000013549","ENSCHAG00000013549"
"238","ENSCHAG00000013592","ENSCHAG00000013592"
"239","ENSCHAG00000013724","ENSCHAG00000013724"
"240","ENSCHAG00000013767","ENSCHAG00000013767"
"241","ENSCHAG00000013781","ENSCHAG00000013781"
"242","ENSCHAG00000013791","ENSCHAG00000013791"
"243","ENSCHAG00000014180","ENSCHAG00000014180"
"244","ENSCHAG00000014187","ENSCHAG00000014187"
"245","ENSCHAG00000014221","ENSCHAG00000014221"
"247","ENSCHAG00000015390","ENSCHAG00000015390"
"248","ENSCHAG00000015422","ENSCHAG00000015422"
"249","ENSCHAG00000015426","ENSCHAG00000015426"
"250","ENSCHAG00000015431","ENSCHAG00000015431"
"251","ENSCHAG00000015482","ENSCHAG00000015482"
"252","ENSCHAG00000015563","ENSCHAG00000015563"
"253","ENSCHAG00000015635","ENSCHAG00000015635"
"254","ENSCHAG00000015759","ENSCHAG00000015759"
"260","ENSCHAG00000015875","ENSCHAG00000015875"
"261","ENSCHAG00000016164","ENSCHAG00000016164"
"262","ENSCHAG00000016346","ENSCHAG00000016346"
"263","ENSCHAG00000016349","ENSCHAG00000016349"
"264","ENSCHAG00000016469","ENSCHAG00000016469"
"265","ENSCHAG00000016538","ENSCHAG00000016538"
"266","ENSCHAG00000016561","ENSCHAG00000016561"
"267","ENSCHAG00000016569","ENSCHAG00000016569"
"268","ENSCHAG00000016592","ENSCHAG00000016592"
"269","ENSCHAG00000016594","ENSCHAG00000016594"
"270","ENSCHAG00000016597","ENSCHAG00000016597"
"271","ENSCHAG00000016600","ENSCHAG00000016600"
"272","ENSCHAG00000016613","ENSCHAG00000016613"
"273","ENSCHAG00000016616","ENSCHAG00000016616"
"274","ENSCHAG00000017053","ENSCHAG00000017053"
"280","ENSCHAG00000017082","ENSCHAG00000017082"
"281","ENSCHAG00000017130","ENSCHAG00000017130"
"282","ENSCHAG00000017140","ENSCHAG00000017140"
"284","ENSCHAG00000017181","ENSCHAG00000017181"
"285","ENSCHAG00000017231","ENSCHAG00000017231"
"286","ENSCHAG00000017232","ENSCHAG00000017232"
"287","ENSCHAG00000017233","ENSCHAG00000017233"
"289","ENSCHAG00000017247","ENSCHAG00000017247"
"290","ENSCHAG00000017269","ENSCHAG00000017269"
"291","ENSCHAG00000017311","ENSCHAG00000017311"
"292","ENSCHAG00000017313","ENSCHAG00000017313"
"293","ENSCHAG00000017604","ENSCHAG00000017604"
"294","ENSCHAG00000017746","ENSCHAG00000017746"
"299","ENSCHAG00000017769","ENSCHAG00000017769"
"300","ENSCHAG00000017905","ENSCHAG00000017905"
"301","ENSCHAG00000017915","ENSCHAG00000017915"
"302","ENSCHAG00000017940","ENSCHAG00000017940"
"303","ENSCHAG00000017950","ENSCHAG00000017950"
"304","ENSCHAG00000017966","ENSCHAG00000017966"
"306","ENSCHAG00000018128","ENSCHAG00000018128"
"307","ENSCHAG00000018171","ENSCHAG00000018171"
"308","ENSCHAG00000018269","ENSCHAG00000018269"
"318","ENSCHAG00000019130","ENSCHAG00000019130"
"320","ENSCHAG00000019189","ENSCHAG00000019189"
"329","ENSCHAG00000019625","ENSCHAG00000019625"
"330","ENSCHAG00000019922","ENSCHAG00000019922"
"331","ENSCHAG00000020583","ENSCHAG00000020583"
"332","ENSCHAG00000020700","ENSCHAG00000020700"
"333","ENSCHAG00000020716","ENSCHAG00000020716"
"334","ENSCHAG00000020718","ENSCHAG00000020718"
"335","ENSCHAG00000020721","ENSCHAG00000020721"
"337","ENSCHAG00000020725","ENSCHAG00000020725"
"338","ENSCHAG00000020726","ENSCHAG00000020726"
"341","ENSCHAG00000020732","ENSCHAG00000020732"
"343","ENSCHAG00000020744","ENSCHAG00000020744"
"344","ENSCHAG00000020972","ENSCHAG00000020972"
"345","ENSCHAG00000021036","ENSCHAG00000021036"
"346","ENSCHAG00000021066","ENSCHAG00000021066"
"347","ENSCHAG00000021340","ENSCHAG00000021340"
"348","ENSCHAG00000021515","ENSCHAG00000021515"
"351","ENSCHAG00000022356","ENSCHAG00000022356"
"354","ENSCHAG00000022401","ENSCHAG00000022401"
"355","ENSCHAG00000022624","ENSCHAG00000022624"
"356","ENSCHAG00000022925","ENSCHAG00000022925"
"357","ENSCHAG00000022991","ENSCHAG00000022991"
"358","ENSCHAG00000022995","ENSCHAG00000022995"
"361","ENSCHAG00000023139","ENSCHAG00000023139"
"363","ENSCHAG00000023236","ENSCHAG00000023236"
"364","ENSCHAG00000023380","ENSCHAG00000023380"
"368","ENSCHAG00000023511","ENSCHAG00000023511"
"369","ENSCHAG00000023524","ENSCHAG00000023524"
"371","ENSCHAG00000023569","ENSCHAG00000023569"
"374","ENSCHAG00000023574","ENSCHAG00000023574"
"375","ENSCHAG00000023593","ENSCHAG00000023593"
"378","ENSCHAG00000023898","ENSCHAG00000023898"
"379","ENSCHAG00000024726","ENSCHAG00000024726"
"380","ENSCHAG00000024730","ENSCHAG00000024730"
"381","ENSCHAG00000025020","ENSCHAG00000025020"
"382","ENSCHAG00000025722","ENSCHAG00000025722"
"383","ENSCHAG00000026174","ENSCHAG00000026174"
"384","LYN","ENSCHAG00000012642"
"385","MAF","ENSCHAG00000017649"
"386","NXPH3","ENSCHAG00000008546"
"387","ODF3","ENSCHAG00000009083"
"388","RPS20","ENSCHAG00000012743"
"389","RSPH1","ENSCHAG00000017274"
"390","SEPTIN7","ENSCHAG00000010779"
"397","SLK","ENSCHAG00000019649"
"407","SNORD79","ENSCHAG00000016595"
"408","THADA","ENSCHAG00000017933"
"411","VPS4B","ENSCHAG00000007839"
"418","abtb2b","ENSCHAG00000016981"
"421","acbd5a","ENSCHAG00000010360"
"423","ackr4a","ENSCHAG00000022989"
"424","acsbg1","ENSCHAG00000009594"
"434","actb2","ENSCHAG00000007065"
"436","adam10a","ENSCHAG00000013634"
"446","adcy7","ENSCHAG00000013738"
"449","adgra2","ENSCHAG00000017179"
"454","adipor1a","ENSCHAG00000015850"
"455","adpgk2","ENSCHAG00000015583"
"456","adra2c","ENSCHAG00000019939"
"457","adrb3a","ENSCHAG00000016998"
"458","aebp2","ENSCHAG00000005528"
"459","aldh1a2","ENSCHAG00000016706"
"469","alox5a","ENSCHAG00000020632"
"472","alyref","ENSCHAG00000003444"
"475","amotl2a","ENSCHAG00000019851"
"476","and2","ENSCHAG00000022922"
"477","angptl2b","ENSCHAG00000008718"
"480","ank1a","ENSCHAG00000001526"
"490","ankha","ENSCHAG00000004010"
"492","ankk1","ENSCHAG00000012853"
"495","ankrd29","ENSCHAG00000007705"
"497","anln","ENSCHAG00000012650"
"500","anos1b","ENSCHAG00000026155"
"502","apbb1ip","ENSCHAG00000010773"
"505","aqp9b","ENSCHAG00000016470"
"508","arf5","ENSCHAG00000009143"
"510","asap1b","ENSCHAG00000002434"
"518","b4galnt4a","ENSCHAG00000016361"
"523","baz2a","ENSCHAG00000023256"
"525","bckdhb","ENSCHAG00000017787"
"533","bmp7b","ENSCHAG00000023183"
"536","brd7","ENSCHAG00000013986"
"538","brpf3a","ENSCHAG00000014010"
"540","cacng3a","ENSCHAG00000006290"
"541","calr","ENSCHAG00000016619"
"542","capslb","ENSCHAG00000023871"
"543","ccar1","ENSCHAG00000019967"
"547","ccdc126","ENSCHAG00000012713"
"548","ccdc80","ENSCHAG00000022629"
"549","cdc42bpaa","ENSCHAG00000011584"
"559","cenpf","ENSCHAG00000023466"
"561","cep19","ENSCHAG00000008846"
"562","chchd1","ENSCHAG00000011676"
"564","chchd7","ENSCHAG00000012838"
"565","chchd7","ENSCHAG00000013250"
"566","cib2","ENSCHAG00000007931"
"568","cirbpa","ENSCHAG00000016498"
"569","clasp1a","ENSCHAG00000018184"
"579","comtd1","ENSCHAG00000021597"
"580","crip2l","ENSCHAG00000009214"
"584","crtac1a","ENSCHAG00000017109"
"591","cryaba","ENSCHAG00000013390"
"592","csrnp2","ENSCHAG00000023888"
"593","ctps1b","ENSCHAG00000005767"
"602","cylda","ENSCHAG00000014127"
"609","cyp27c1","ENSCHAG00000000920"
"616","dcaf6","ENSCHAG00000022971"
"626","dedd1","ENSCHAG00000012313"
"630","dhrs12","ENSCHAG00000000887"
"632","dipk2b","ENSCHAG00000022620"
"633","dixdc1a","ENSCHAG00000013401"
"635","dnase2","ENSCHAG00000006550"
"637","dok7","ENSCHAG00000019357"
"638","dpy19l1l","ENSCHAG00000016172"
"643","drd4b","ENSCHAG00000019148"
"644","e2f5","ENSCHAG00000022966"
"645","e2f5","ENSCHAG00000022978"
"646","ebf2","ENSCHAG00000000295"
"647","efna2b","ENSCHAG00000005203"
"648","efr3ba","ENSCHAG00000002516"
"658","eif2d","ENSCHAG00000024355"
"664","eif4e1c","ENSCHAG00000020559"
"667","epcam","ENSCHAG00000016870"
"671","epdr1","ENSCHAG00000022453"
"673","ercc3","ENSCHAG00000001369"
"676","ern2","ENSCHAG00000006798"
"677","f5","ENSCHAG00000022668"
"687","fam117aa","ENSCHAG00000009073"
"690","fam43a","ENSCHAG00000000397"
"691","fam49bb","ENSCHAG00000003694"
"694","fbxl18","ENSCHAG00000002646"
"696","fmodb","ENSCHAG00000023913"
"699","fscn1a","ENSCHAG00000007045"
"700","fzd3b","ENSCHAG00000011478"
"702","gad2","ENSCHAG00000010888"
"709","galt","ENSCHAG00000006639"
"710","ggh","ENSCHAG00000013824"
"714","ggh","ENSCHAG00000014122"
"718","ggh","ENSCHAG00000014309"
"719","got1l1","ENSCHAG00000017021"
"720","gpnmb","ENSCHAG00000014124"
"721","gpr158a","ENSCHAG00000013030"
"727","gpr161","ENSCHAG00000022945"
"728","gpr17","ENSCHAG00000016938"
"729","grk4","ENSCHAG00000015343"
"738","hdac3","ENSCHAG00000017256"
"739","herpud2","ENSCHAG00000016066"
"740","hirip3","ENSCHAG00000009067"
"744","hnrnpua","ENSCHAG00000015653"
"753","htt","ENSCHAG00000017705"
"754","id2a","ENSCHAG00000010550"
"755","idh3a","ENSCHAG00000008118"
"763","igf2bp3","ENSCHAG00000012923"
"768","igsf8","ENSCHAG00000021302"
"769","il7r","ENSCHAG00000023878"
"771","im:7152348","ENSCHAG00000019891"
"772","ing5a","ENSCHAG00000008804"
"774","inpp5d","ENSCHAG00000016805"
"777","ipo7","ENSCHAG00000009376"
"782","ipo9","ENSCHAG00000017407"
"786","irx1a","ENSCHAG00000011027"
"788","irx2a","ENSCHAG00000011016"
"790","irx5a","ENSCHAG00000000301"
"791","itga5","ENSCHAG00000023337"
"800","kcnk2a","ENSCHAG00000023446"
"802","kcnk5b","ENSCHAG00000009392"
"803","kctd3","ENSCHAG00000010109"
"811","kdm5ba","ENSCHAG00000016007"
"820","kdm6a","ENSCHAG00000002100"
"828","kidins220a","ENSCHAG00000010596"
"837","lats1","ENSCHAG00000009195"
"838","laynb","ENSCHAG00000013029"
"839","ldb1a","ENSCHAG00000012037"
"840","lft2","ENSCHAG00000015578"
"841","lipca","ENSCHAG00000015913"
"849","lmbrd2b","ENSCHAG00000023656"
"854","lmod1b","ENSCHAG00000018881"
"856","lmx1bb","ENSCHAG00000007017"
"858","lrp1aa","ENSCHAG00000021367"
"867","lrpap1","ENSCHAG00000019384"
"877","lrrc61","ENSCHAG00000007974"
"881","lrrcc1","ENSCHAG00000022941"
"883","lsg1","ENSCHAG00000026165"
"886","mapk3","ENSCHAG00000012127"
"895","mapkapk2b","ENSCHAG00000023946"
"903","march8","ENSCHAG00000021243"
"911","mastl","ENSCHAG00000010245"
"914","mboat2a","ENSCHAG00000011085"
"918","mcrip1","ENSCHAG00000003402"
"919","megf8","ENSCHAG00000010155"
"922","mipb","ENSCHAG00000023231"
"923","mon1bb","ENSCHAG00000014205"
"927","mrvi1","ENSCHAG00000006379"
"928","msi2a","ENSCHAG00000008415"
"934","mvb12bb","ENSCHAG00000007010"
"935","myca","ENSCHAG00000003864"
"936","myo3a","ENSCHAG00000011556"
"941","myo5b","ENSCHAG00000024021"
"951","myo9aa","ENSCHAG00000018095"
"957","myzap","ENSCHAG00000020964"
"958","nbeal1","ENSCHAG00000001925"
"962","ndst2a","ENSCHAG00000002649"
"969","ndufa4l","ENSCHAG00000008704"
"971","nf1b","ENSCHAG00000009272"
"976","ngly1","ENSCHAG00000010610"
"978","nkd1","ENSCHAG00000014022"
"979","nlgn4xa","ENSCHAG00000014232"
"986","nlk1","ENSCHAG00000009646"
"988","nod2","ENSCHAG00000014031"
"991","nol7","ENSCHAG00000022467"
"992","npm2a","ENSCHAG00000017006"
"994","nsmaf","ENSCHAG00000014381"
"1002","nt5c1bb","ENSCHAG00000009334"
"1003","nt5c3a","ENSCHAG00000017324"
"1010","nudt9","ENSCHAG00000002537"
"1011","nuf2","ENSCHAG00000022403"
"1012","odf2a","ENSCHAG00000023478"
"1014","or135-1","ENSCHAG00000023907"
"1015","osbpl1a","ENSCHAG00000001490"
"1025","osbpl9","ENSCHAG00000015279"
"1035","otulina","ENSCHAG00000004148"
"1036","oxsm","ENSCHAG00000010728"
"1037","pacrg","ENSCHAG00000027748"
"1039","pak2b","ENSCHAG00000009466"
"1047","palm1a","ENSCHAG00000002346"
"1051","pbx2","ENSCHAG00000006602"
"1052","pde3a","ENSCHAG00000005408"
"1057","pdlim2","ENSCHAG00000018351"
"1058","pdss1","ENSCHAG00000010461"
"1061","penkb","ENSCHAG00000012956"
"1062","phf1","ENSCHAG00000006133"
"1070","phf20b","ENSCHAG00000024739"
"1073","pigx","ENSCHAG00000008849"
"1074","pih1d2","ENSCHAG00000013572"
"1077","pkdc","ENSCHAG00000016059"
"1078","pkdcca","ENSCHAG00000019596"
"1081","pkn3","ENSCHAG00000013440"
"1091","plch2b","ENSCHAG00000013468"
"1096","plcl2","ENSCHAG00000007265"
"1097","plekha5","ENSCHAG00000005592"
"1105","plekhb2","ENSCHAG00000008788"
"1106","plekhh2","ENSCHAG00000016959"
"1115","plk1","ENSCHAG00000006826"
"1120","plppr1","ENSCHAG00000013372"
"1122","pnpla6","ENSCHAG00000012074"
"1132","polr1c","ENSCHAG00000011767"
"1139","polr2m","ENSCHAG00000020954"
"1140","pomca","ENSCHAG00000002347"
"1141","pomca","ENSCHAG00000002368"
"1142","prkcba","ENSCHAG00000005747"
"1146","prlhr2a","ENSCHAG00000017087"
"1148","prox1a","ENSCHAG00000023560"
"1150","ptbp1b","ENSCHAG00000002764"
"1158","ptges3b","ENSCHAG00000023309"
"1159","ptprub","ENSCHAG00000006963"
"1169","qkia","ENSCHAG00000027749"
"1171","r3hcc1l","ENSCHAG00000017046"
"1172","rab43","ENSCHAG00000022422"
"1173","rab6ba","ENSCHAG00000019900"
"1178","rabac1","ENSCHAG00000012279"
"1180","rabif","ENSCHAG00000015959"
"1181","rabl2","ENSCHAG00000008855"
"1186","ralgps1","ENSCHAG00000007191"
"1193","ralyl","ENSCHAG00000022931"
"1195","ranbp9","ENSCHAG00000022521"
"1198","rap1ab","ENSCHAG00000018986"
"1201","rbm38","ENSCHAG00000023223"
"1202","rdh14b","ENSCHAG00000009299"
"1203","recql5","ENSCHAG00000003867"
"1204","rgl2","ENSCHAG00000006474"
"1207","rgs12b","ENSCHAG00000019293"
"1209","rnf144aa","ENSCHAG00000010536"
"1210","rnf182","ENSCHAG00000022766"
"1211","rnpep","ENSCHAG00000014495"
"1221","rps27l","ENSCHAG00000010048"
"1224","rxfp3.3a2","ENSCHAG00000019101"
"1225","sall1a","ENSCHAG00000014333"
"1227","sap130a","ENSCHAG00000019008"
"1231","sbf2","ENSCHAG00000006532"
"1241","sclt1","ENSCHAG00000015265"
"1242","sdr16c5b","ENSCHAG00000012868"
"1243","sdr16c5b","ENSCHAG00000013271"
"1245","sema5bb","ENSCHAG00000005803"
"1250","setb","ENSCHAG00000019128"
"1251","sez6l2","ENSCHAG00000007285"
"1253","shank3a","ENSCHAG00000008521"
"1260","shisa4","ENSCHAG00000018848"
"1261","si:ch211-106h4.9","ENSCHAG00000023006"
"1264","si:ch211-198a12.6","ENSCHAG00000019945"
"1265","si:ch211-215k15.4","ENSCHAG00000015386"
"1271","si:ch211-218g4.2","ENSCHAG00000024718"
"1272","si:ch211-223p8.8","ENSCHAG00000019634"
"1273","si:ch211-235o23.1","ENSCHAG00000002756"
"1275","si:ch211-262i1.3","ENSCHAG00000002478"
"1278","si:ch211-262i1.6","ENSCHAG00000005190"
"1279","si:ch211-51a6.2","ENSCHAG00000011630"
"1282","si:ch73-173p19.1","ENSCHAG00000015650"
"1285","si:ch73-194h10.2","ENSCHAG00000017017"
"1290","si:ch73-22o12.1","ENSCHAG00000010900"
"1291","si:dkey-174m14.3","ENSCHAG00000009312"
"1293","si:dkey-183j2.10","ENSCHAG00000013881"
"1294","si:dkey-191g9.5","ENSCHAG00000011690"
"1296","si:dkey-191g9.7","ENSCHAG00000011754"
"1297","si:dkey-222b8.4","ENSCHAG00000012641"
"1298","si:dkey-228d14.5","ENSCHAG00000020527"
"1299","si:dkey-34d22.1","ENSCHAG00000006803"
"1301","si:dkey-34d22.5","ENSCHAG00000006793"
"1302","si:dkey-37o8.1","ENSCHAG00000003659"
"1303","si:dkey-43k4.5","ENSCHAG00000019140"
"1305","si:dkeyp-19e1.3","ENSCHAG00000016146"
"1306","si:dkeyp-74a11.1","ENSCHAG00000001466"
"1308","sik2b","ENSCHAG00000013038"
"1311","sirt3","ENSCHAG00000019155"
"1312","skib","ENSCHAG00000013389"
"1313","slc12a5b","ENSCHAG00000025049"
"1314","slc25a16","ENSCHAG00000020593"
"1315","slc35a5","ENSCHAG00000022633"
"1317","slc35b1","ENSCHAG00000008733"
"1326","slc39a6","ENSCHAG00000003833"
"1330","slc4a2b","ENSCHAG00000015969"
"1331","slc4a7","ENSCHAG00000016862"
"1341","smyd2a","ENSCHAG00000023508"
"1344","snx9a","ENSCHAG00000023578"
"1345","sorbs3","ENSCHAG00000018358"
"1346","sp7","ENSCHAG00000021305"
"1347","spo11","ENSCHAG00000023191"
"1349","spop","ENSCHAG00000008557"
"1354","sptan1","ENSCHAG00000019407"
"1364","spty2d1","ENSCHAG00000016320"
"1366","stard3nl","ENSCHAG00000022402"
"1369","stox1","ENSCHAG00000019950"
"1370","sulf2b","ENSCHAG00000024478"
"1380","syt14b","ENSCHAG00000009355"
"1383","sytl1","ENSCHAG00000018364"
"1384","taf12","ENSCHAG00000006739"
"1385","tap1","ENSCHAG00000006649"
"1392","tarbp2","ENSCHAG00000021309"
"1394","tbc1d2b","ENSCHAG00000007897"
"1395","tbx20","ENSCHAG00000016081"
"1397","tcf12","ENSCHAG00000021076"
"1404","tet1","ENSCHAG00000020578"
"1406","tfcp2l1","ENSCHAG00000017978"
"1407","th","ENSCHAG00000015392"
"1413","tmem198b","ENSCHAG00000014979"
"1414","tmem86a","ENSCHAG00000016338"
"1415","tmprss5","ENSCHAG00000013655"
"1417","top2b","ENSCHAG00000005470"
"1423","tor3a","ENSCHAG00000016604"
"1424","tra2a","ENSCHAG00000012717"
"1426","trip4","ENSCHAG00000018218"
"1428","trpm1b","ENSCHAG00000010296"
"1438","ttc12","ENSCHAG00000012974"
"1439","ttc39c","ENSCHAG00000006840"
"1444","uap1l1","ENSCHAG00000013164"
"1445","unm_hu7910","ENSCHAG00000013555"
"1447","ush2a","ENSCHAG00000009254"
"1449","usp3","ENSCHAG00000006657"
"1459","vdac2","ENSCHAG00000021357"
"1465","vwf","ENSCHAG00000021723"
"1466","wdfy2","ENSCHAG00000001113"
"1469","wdr11","ENSCHAG00000019878"
"1476","wdr34","ENSCHAG00000019172"
"1477","wu:fj16a03","ENSCHAG00000018278"
"1478","yme1l1a","ENSCHAG00000008093"
"1485","zbtb34","ENSCHAG00000007135"
"1486","zdhhc12b","ENSCHAG00000013283"
