pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pop,year
-36.843515412944356,-2.835854368678401,-10.257708968815551,-12.696444292379764,23.129093226507077,3.5067137640516313,-0.8864525001600996,-0.94996999709534,-2.000471850547568,-0.5763374353988713,2.2872432695106878e-14,PWS,1991
-39.841633009743354,-4.291125131521104,-4.283055610853949,-4.962056168719883,-7.465058377718225,-15.399955305317246,2.5055713063061558,-16.643998092224923,4.815446510776802,0.5687272428142076,2.2872432695106944e-14,PWS,1996
-40.67199267077464,-16.61432825267808,26.785050370330733,4.331894975503547,4.157681376946501,2.541682878921462,-0.849257227784843,-0.13656762301522019,0.7083008299138401,-0.15783047391730126,2.287243269510696e-14,PWS,2006
-36.70089932839338,-2.6077708643663415,-13.424565156198975,25.879545558099846,2.501977882755986,2.102621476343669,-1.0610233820447255,-0.5215840796364456,-1.6558800303689154,-0.15709141202682922,2.287243269510696e-14,PWS,2017
-41.59725206365645,-3.0097093738364085,-3.9768356344117777,-4.683148654632466,-6.393088384211907,-11.41881383478463,3.0974848142612954,20.20101274829685,0.485114630045408,1.130336017882548,2.2872432695106994e-14,SS,1996
-39.17983776496676,32.48461231502072,10.343440043094613,1.14660647763379,0.9572863072519707,-0.200385463042541,-0.807729967683029,-0.8797823596041764,-1.8106106515599218,-0.6537023507443368,2.2872432695106997e-14,SS,2006
-40.537624708144726,-2.91873495733542,-5.88321938550046,-8.522167178335957,-16.02314384159348,19.046950829996387,-1.9058062708327768,-1.4615337841898886,-0.909758595517473,-0.29599296878381937,2.287243269510697e-14,SS,2017
69.5765831323283,-2.9613050812525206,0.5398120638477925,-1.5445962810824823,-3.109789992210256,-4.922390860541588,-7.8353889730476585,-1.1778059984457894,-16.51114785003009,-10.449785107330301,2.287243269510697e-14,TB,1991
68.27605989514205,0.3703123361381813,0.24891849953654052,-0.36740208541856373,0.06419067937283116,-0.4137181909675528,-8.358922836298799,-0.16618177636741638,-0.3353086062867521,19.90883787776822,2.2872432695107004e-14,TB,1996
69.47896905736425,0.6151511340017511,0.8110068141581104,0.8670228665590567,0.8989301636759087,3.6732241331318334,23.601977404377635,-0.7546333668668204,-0.7315196743801053,0.25160303535489237,2.2872432695106972e-14,TB,2006
68.04114287378891,1.7687522445075534,-0.9028430351871157,0.5507447827728116,1.281920959223679,1.484070572208594,-7.5004523670931675,2.4910443291491715,17.945835287954775,-9.56876442561843,2.287243269510696e-14,TB,2017
